id,country,object_type,launch_year,altitude_km,orbit_type,status
3067,United States,Payload,1971,19496.86,MEO,Inactive
3068,India,Rocket Body,1964,9630.76,MEO,Active
3069,United States,Payload,2010,34860.98,GEO,Active
3070,United States,Debris,1986,26085.24,GEO,Active
3071,United Kingdom,Payload,2010,32828.86,GEO,Inactive
3072,Russia,Rocket Body,1988,17432.0,MEO,Active
3073,Israel,Payload,1988,35602.45,GEO,Active
3074,Australia,Debris,1961,23709.84,GEO,Active
3075,UAE,Payload,1980,29982.27,GEO,Active
3076,United States,Debris,2008,6135.86,MEO,Active
3077,France,Payload,1998,2652.1,MEO,Inactive
3078,India,Payload,1996,3325.21,MEO,Inactive
3079,France,Payload,1970,16243.61,MEO,Active
3080,South Korea,Debris,1996,25021.78,GEO,Active
3081,Australia,Debris,2016,28398.68,GEO,Active
3082,United States,Payload,1960,1931.42,LEO,Active
3083,Japan,Payload,2020,22771.84,GEO,Inactive
3084,Brazil,Payload,1981,16873.22,MEO,Inactive
3085,United States,Payload,2004,3757.97,MEO,Active
3086,France,Payload,2004,27451.82,GEO,Active
3087,Brazil,Debris,1999,31883.85,GEO,Active
3088,Russia,Debris,1992,26985.48,GEO,Active
3089,Australia,Payload,1987,4617.96,MEO,Active
3090,United Kingdom,Debris,2006,1681.82,LEO,Active
3091,China,Payload,2000,22511.37,GEO,Active
3092,Japan,Payload,1981,20331.86,GEO,Inactive
3093,Brazil,Debris,2016,9865.35,MEO,Active
3094,Germany,Debris,2007,17456.39,MEO,Inactive
3095,Australia,Debris,1990,8869.45,MEO,Active
3096,France,Debris,2012,20063.21,GEO,Inactive
3097,South Korea,Debris,2001,17650.52,MEO,Active
3098,Australia,Payload,2022,268.85,LEO,Active
3099,United States,Payload,2014,13192.79,MEO,Active
3100,India,Debris,1989,24080.82,GEO,Active
3101,United Kingdom,Rocket Body,1961,18510.09,MEO,Inactive
3102,France,Debris,2000,31483.92,GEO,Inactive
3103,Israel,Rocket Body,2003,32682.93,GEO,Active
3104,Germany,Debris,1971,27713.55,GEO,Inactive
3105,United States,Payload,2007,32329.41,GEO,Inactive
3106,India,Payload,1964,14911.04,MEO,Active
3107,France,Payload,2021,3853.27,MEO,Active
3108,Australia,Payload,2000,10312.47,MEO,Active
3109,France,Debris,1975,29851.94,GEO,Active
3110,Australia,Debris,1962,24871.6,GEO,Inactive
3111,Israel,Payload,2019,6230.25,MEO,Inactive
3112,Brazil,Debris,1996,7107.87,MEO,Active
3113,China,Payload,1983,8695.98,MEO,Active
3114,Brazil,Payload,1999,10674.11,MEO,Inactive
3115,India,Debris,1985,783.08,LEO,Active
3116,China,Payload,1974,18648.48,MEO,Active
3117,Russia,Debris,1999,11422.86,MEO,Active
3118,Israel,Debris,1970,27760.89,GEO,Inactive
3119,United States,Payload,2014,20130.7,GEO,Inactive
3120,Australia,Rocket Body,1996,12878.9,MEO,Active
3121,Germany,Payload,2010,19719.55,MEO,Inactive
3122,Japan,Debris,1999,4870.73,MEO,Inactive
3123,Japan,Payload,1992,6596.24,MEO,Inactive
3124,Israel,Payload,1977,21413.84,GEO,Active
3125,China,Payload,1981,20338.26,GEO,Inactive
3126,United States,Debris,1966,34493.95,GEO,Active
3127,United Kingdom,Payload,1974,25718.86,GEO,Inactive
3128,UAE,Payload,1993,17633.75,MEO,Active
3129,Canada,Payload,1979,14617.52,MEO,Inactive
3130,UAE,Debris,1984,15950.24,MEO,Inactive
3131,China,Debris,1975,26650.03,GEO,Inactive
3132,France,Payload,1964,2198.54,MEO,Inactive
3133,India,Debris,1960,17446.43,MEO,Inactive
3134,United Kingdom,Debris,2016,7577.23,MEO,Active
3135,Germany,Debris,1987,31410.36,GEO,Inactive
3136,Australia,Debris,2002,25744.6,GEO,Active
3137,Japan,Payload,2005,4898.95,MEO,Active
3138,Australia,Payload,1979,25786.12,GEO,Active
3139,China,Payload,2000,21821.0,GEO,Active
3140,China,Payload,1993,5937.49,MEO,Inactive
3141,Brazil,Payload,1997,1803.54,LEO,Active
3142,Japan,Payload,2017,18155.49,MEO,Inactive
3143,South Korea,Payload,2016,21765.15,GEO,Active
3144,United States,Debris,1983,9523.32,MEO,Active
3145,United Kingdom,Debris,1998,14943.34,MEO,Active
3146,Brazil,Debris,2009,6508.07,MEO,Active
3147,United Kingdom,Debris,2006,35409.36,GEO,Inactive
3148,Germany,Debris,1997,12091.94,MEO,Active
3149,South Korea,Payload,1999,32708.14,GEO,Inactive
3150,Italy,Debris,1999,6568.43,MEO,Active
3151,South Korea,Debris,2001,33111.41,GEO,Inactive
3152,Canada,Debris,1976,4289.66,MEO,Inactive
3153,France,Debris,1974,17595.03,MEO,Active
3154,Japan,Debris,2007,23527.07,GEO,Active
3155,France,Payload,1986,12643.02,MEO,Inactive
3156,UAE,Debris,1988,6869.64,MEO,Active
3157,France,Debris,1993,20395.83,GEO,Active
3158,Italy,Debris,1977,1326.85,LEO,Inactive
3159,Germany,Debris,1985,16886.98,MEO,Active
3160,Canada,Debris,1991,6602.03,MEO,Active
3161,Australia,Payload,2017,24840.7,GEO,Active
3162,United Kingdom,Payload,1983,1844.92,LEO,Active
3163,Australia,Rocket Body,1984,28302.04,GEO,Inactive
3164,Australia,Debris,1995,11729.91,MEO,Inactive
3165,Russia,Debris,1962,35643.41,GEO,Active
3166,Brazil,Payload,1979,17352.61,MEO,Inactive
3167,China,Debris,2015,22539.23,GEO,Active
3168,Germany,Payload,1985,24937.63,GEO,Active
3169,China,Debris,1989,22995.64,GEO,Inactive
3170,United Kingdom,Payload,1988,33891.95,GEO,Inactive
3171,China,Debris,1993,26444.79,GEO,Inactive
3172,China,Debris,1962,31322.56,GEO,Active
3173,United States,Payload,1963,31137.5,GEO,Active
3174,Germany,Rocket Body,2004,31358.54,GEO,Active
3175,Japan,Payload,1969,21704.81,GEO,Active
3176,Australia,Payload,1986,25142.16,GEO,Active
3177,United States,Payload,2018,11501.52,MEO,Active
3178,South Korea,Rocket Body,1973,26127.83,GEO,Active
3179,United States,Payload,2014,20341.86,GEO,Inactive
3180,United States,Payload,2024,12555.06,MEO,Inactive
3181,Canada,Payload,1983,13824.38,MEO,Active
3182,Israel,Rocket Body,1974,18749.71,MEO,Active
3183,United States,Rocket Body,1999,22610.98,GEO,Active
3184,Israel,Debris,1978,23859.23,GEO,Inactive
3185,Germany,Debris,2017,13238.98,MEO,Inactive
3186,Israel,Debris,1966,21259.59,GEO,Active
3187,Japan,Payload,1961,4056.17,MEO,Inactive
3188,Canada,Payload,1960,3769.22,MEO,Active
3189,United States,Debris,2025,9885.47,MEO,Active
3190,Australia,Debris,2016,25063.02,GEO,Inactive
3191,South Korea,Debris,2005,15086.36,MEO,Active
3192,China,Payload,1983,11213.01,MEO,Active
3193,Russia,Debris,2005,35200.97,GEO,Active
3194,United States,Payload,2021,35474.01,GEO,Active
3195,Australia,Rocket Body,1981,16789.53,MEO,Inactive
3196,Germany,Payload,2000,2820.34,MEO,Active
3197,France,Rocket Body,1973,27573.48,GEO,Inactive
3198,United States,Rocket Body,1967,14418.88,MEO,Active
3199,South Korea,Debris,2002,7328.41,MEO,Active
3200,Australia,Rocket Body,1999,6763.43,MEO,Active
3201,Italy,Payload,1983,25932.44,GEO,Active
3202,Israel,Payload,2011,30190.81,GEO,Active
3203,Russia,Payload,2010,10030.69,MEO,Active
3204,Japan,Debris,2013,12201.93,MEO,Active
3205,Australia,Rocket Body,2019,5688.15,MEO,Active
3206,United States,Debris,2007,27047.68,GEO,Active
3207,United States,Payload,2017,12683.37,MEO,Inactive
3208,United States,Payload,2015,14838.27,MEO,Inactive
3209,China,Rocket Body,2018,9224.44,MEO,Active
3210,Australia,Debris,1962,27344.91,GEO,Active
3211,France,Payload,1983,35130.02,GEO,Active
3212,Italy,Rocket Body,2004,17671.79,MEO,Active
3213,Canada,Payload,1986,27783.93,GEO,Active
3214,UAE,Payload,2003,231.37,LEO,Inactive
3215,Italy,Payload,2019,22315.91,GEO,Inactive
3216,Russia,Payload,1982,1766.83,LEO,Active
3217,United States,Debris,1985,31860.39,GEO,Inactive
3218,Brazil,Debris,1966,23614.86,GEO,Active
3219,South Korea,Payload,1992,10908.44,MEO,Active
3220,India,Debris,2018,25544.41,GEO,Active
3221,China,Payload,2002,4848.08,MEO,Active
3222,Italy,Payload,1979,35001.72,GEO,Inactive
3223,Russia,Payload,2017,29904.0,GEO,Inactive
3224,UAE,Payload,2002,31916.66,GEO,Active
3225,Italy,Debris,1969,29972.38,GEO,Inactive
3226,Italy,Payload,1996,24443.21,GEO,Active
3227,Japan,Debris,2000,6372.08,MEO,Inactive
3228,India,Rocket Body,1971,31268.65,GEO,Inactive
3229,United Kingdom,Payload,1987,11044.0,MEO,Active
3230,UAE,Rocket Body,1994,9377.48,MEO,Inactive
3231,France,Debris,1960,14608.92,MEO,Active
3232,Israel,Debris,1998,34218.98,GEO,Active
3233,South Korea,Payload,1989,28729.49,GEO,Active
3234,Brazil,Payload,2020,32727.43,GEO,Active
3235,Japan,Rocket Body,1991,30761.91,GEO,Active
3236,China,Debris,1979,7809.01,MEO,Inactive
3237,Japan,Debris,1982,1463.18,LEO,Active
3238,Italy,Debris,1975,21694.45,GEO,Active
3239,Israel,Payload,2012,16960.72,MEO,Inactive
3240,France,Rocket Body,2006,31296.4,GEO,Active
3241,India,Debris,2020,3115.8,MEO,Active
3242,Canada,Debris,1963,14710.14,MEO,Active
3243,Brazil,Debris,1989,35846.9,GEO,Inactive
3244,South Korea,Payload,1965,35828.79,GEO,Active
3245,Brazil,Payload,2006,27762.55,GEO,Active
3246,Japan,Debris,2000,3960.75,MEO,Inactive
3247,Canada,Debris,1991,9344.31,MEO,Active
3248,UAE,Payload,1965,30214.88,GEO,Inactive
3249,United Kingdom,Payload,2023,15323.55,MEO,Active
3250,Canada,Payload,2020,2364.65,MEO,Active
3251,Russia,Debris,1999,22590.84,GEO,Active
3252,Germany,Debris,1976,15670.5,MEO,Active
3253,Italy,Debris,1975,14463.71,MEO,Active
3254,Israel,Payload,2011,35701.11,GEO,Inactive
3255,Japan,Payload,1983,28546.73,GEO,Inactive
3256,Japan,Debris,1983,9688.41,MEO,Active
3257,Russia,Debris,2003,13113.06,MEO,Active
3258,Germany,Debris,1976,29448.49,GEO,Active
3259,Italy,Payload,2000,9932.89,MEO,Inactive
3260,India,Rocket Body,2000,7834.77,MEO,Active
3261,UAE,Payload,1976,10925.59,MEO,Active
3262,United States,Debris,1986,35353.77,GEO,Active
3263,United Kingdom,Rocket Body,2001,32288.76,GEO,Active
3264,Australia,Debris,1977,566.08,LEO,Active
3265,Japan,Debris,2019,27893.35,GEO,Active
3266,France,Payload,1975,15962.05,MEO,Active
3267,Japan,Debris,1996,15734.03,MEO,Active
3268,Canada,Payload,1979,35629.12,GEO,Inactive
3269,United Kingdom,Debris,1998,1701.16,LEO,Inactive
3270,United Kingdom,Payload,1991,1971.17,LEO,Inactive
3271,Brazil,Debris,2019,14521.42,MEO,Active
3272,Australia,Debris,1976,5331.28,MEO,Active
3273,China,Debris,1999,27352.5,GEO,Inactive
3274,Russia,Rocket Body,1976,9349.12,MEO,Inactive
3275,Canada,Rocket Body,2002,30950.91,GEO,Active
3276,Australia,Payload,1991,1833.87,LEO,Inactive
3277,Canada,Payload,1978,22500.96,GEO,Inactive
3278,China,Payload,1962,30230.16,GEO,Inactive
3279,United Kingdom,Payload,1974,6199.88,MEO,Inactive
3280,Germany,Rocket Body,1980,24290.31,GEO,Inactive
3281,Brazil,Debris,1974,17617.94,MEO,Inactive
3282,Japan,Rocket Body,2020,10341.92,MEO,Active
3283,Germany,Rocket Body,1990,26634.74,GEO,Active
3284,Germany,Debris,1962,14162.17,MEO,Active
3285,United States,Payload,1990,28509.63,GEO,Active
3286,India,Debris,1990,14060.29,MEO,Active
3287,Canada,Debris,1997,23476.17,GEO,Active
3288,Germany,Debris,1967,12038.77,MEO,Inactive
3289,South Korea,Payload,1976,12442.51,MEO,Active
3290,Australia,Payload,1971,28801.81,GEO,Inactive
3291,Israel,Rocket Body,1966,14444.99,MEO,Inactive
3292,South Korea,Payload,1970,24433.46,GEO,Active
3293,Italy,Payload,2023,19506.76,MEO,Active
3294,Australia,Payload,1987,18486.29,MEO,Active
3295,France,Debris,1982,29524.15,GEO,Active
3296,Canada,Debris,1999,15781.79,MEO,Active
3297,France,Payload,2025,26934.05,GEO,Inactive
3298,Israel,Payload,2023,9740.6,MEO,Inactive
3299,Brazil,Payload,1964,23771.72,GEO,Active
3300,United States,Payload,1984,31161.94,GEO,Active
3301,Brazil,Debris,1969,11529.55,MEO,Inactive
3302,Australia,Payload,1991,680.52,LEO,Inactive
3303,United States,Payload,2004,29073.06,GEO,Active
3304,Australia,Debris,2003,326.81,LEO,Active
3305,UAE,Payload,1979,34279.12,GEO,Active
3306,South Korea,Payload,2010,16359.46,MEO,Active
3307,China,Payload,1991,32172.75,GEO,Active
3308,Italy,Payload,1996,26803.12,GEO,Active
3309,United States,Rocket Body,1989,22957.52,GEO,Inactive
3310,Germany,Payload,1987,32610.5,GEO,Inactive
3311,India,Payload,1998,30879.63,GEO,Active
3312,Brazil,Debris,1965,13556.46,MEO,Active
3313,Japan,Payload,1978,8166.08,MEO,Inactive
3314,South Korea,Rocket Body,2004,21743.69,GEO,Active
3315,Germany,Debris,2003,1984.93,LEO,Active
3316,Canada,Debris,2013,8653.12,MEO,Inactive
3317,Brazil,Debris,1968,14517.23,MEO,Active
3318,France,Payload,1987,19849.24,MEO,Active
3319,United Kingdom,Payload,2010,13805.14,MEO,Active
3320,China,Debris,1966,21711.44,GEO,Active
3321,Australia,Payload,2024,22791.34,GEO,Active
3322,Japan,Payload,1974,25904.65,GEO,Inactive
3323,Israel,Payload,2000,7665.28,MEO,Inactive
3324,United States,Debris,1972,995.68,LEO,Active
3325,Germany,Rocket Body,1972,28921.44,GEO,Active
3326,United States,Debris,1990,5827.57,MEO,Active
3327,United Kingdom,Debris,1991,7270.45,MEO,Inactive
3328,United Kingdom,Payload,1973,5065.33,MEO,Active
3329,United States,Payload,1990,33273.4,GEO,Inactive
3330,South Korea,Debris,1975,12345.69,MEO,Active
3331,Australia,Debris,1998,2894.02,MEO,Active
3332,South Korea,Debris,2003,2552.03,MEO,Active
3333,Israel,Debris,1976,31273.99,GEO,Active
3334,Germany,Debris,1998,19762.78,MEO,Inactive
3335,United States,Debris,1964,2582.27,MEO,Active
3336,China,Payload,1975,2233.6,MEO,Active
3337,Japan,Rocket Body,2024,25613.08,GEO,Active
3338,Japan,Payload,2017,27869.36,GEO,Active
3339,India,Debris,1983,32445.87,GEO,Active
3340,United Kingdom,Payload,1990,11277.63,MEO,Inactive
3341,Australia,Debris,2001,9509.49,MEO,Active
3342,Canada,Payload,2014,22312.46,GEO,Inactive
3343,Russia,Debris,1980,3729.85,MEO,Inactive
3344,France,Payload,1971,28436.3,GEO,Active
3345,Italy,Debris,2017,11318.51,MEO,Active
3346,Australia,Payload,1986,206.54,LEO,Active
3347,Japan,Debris,1972,10684.48,MEO,Inactive
3348,Italy,Debris,1976,17057.85,MEO,Active
3349,United States,Payload,1997,24261.3,GEO,Active
3350,United Kingdom,Payload,2009,347.74,LEO,Active
3351,Germany,Payload,1970,21849.67,GEO,Active
3352,Russia,Payload,1999,17404.67,MEO,Active
3353,Canada,Payload,2011,16962.35,MEO,Active
3354,Japan,Debris,2016,14410.99,MEO,Active
3355,France,Payload,2015,30908.4,GEO,Active
3356,United States,Rocket Body,1966,17332.41,MEO,Active
3357,Germany,Debris,1965,33868.67,GEO,Active
3358,United States,Payload,1965,30215.26,GEO,Active
3359,Russia,Payload,2009,1838.75,LEO,Inactive
3360,France,Payload,1970,13461.3,MEO,Inactive
3361,Israel,Payload,2014,10163.24,MEO,Inactive
3362,Russia,Debris,1992,19999.49,MEO,Active
3363,Russia,Debris,1986,22264.98,GEO,Active
3364,Germany,Debris,1977,357.44,LEO,Inactive
3365,India,Debris,1992,33674.72,GEO,Inactive
3366,Canada,Payload,1991,11421.14,MEO,Active
3367,United Kingdom,Debris,1966,9868.11,MEO,Inactive
3368,France,Payload,2004,24090.75,GEO,Active
3369,United Kingdom,Payload,2015,22247.48,GEO,Active
3370,India,Debris,2010,18844.37,MEO,Active
3371,Japan,Payload,2014,31982.44,GEO,Inactive
3372,Japan,Debris,1976,25852.33,GEO,Active
3373,Japan,Rocket Body,1970,5497.6,MEO,Active
3374,UAE,Debris,1974,18420.7,MEO,Active
3375,Canada,Debris,1980,4163.3,MEO,Inactive
3376,France,Payload,2025,15884.97,MEO,Active
3377,UAE,Debris,1974,30126.34,GEO,Active
3378,Australia,Debris,1962,3194.38,MEO,Inactive
3379,UAE,Payload,1986,25584.71,GEO,Inactive
3380,Canada,Payload,1969,30436.28,GEO,Active
3381,United States,Debris,1965,24771.49,GEO,Active
3382,Japan,Payload,1983,21449.43,GEO,Active
3383,UAE,Debris,1996,4277.25,MEO,Active
3384,Australia,Payload,1972,23839.73,GEO,Active
3385,Japan,Payload,1971,21982.57,GEO,Inactive
3386,UAE,Payload,2007,35137.91,GEO,Active
3387,Germany,Payload,1982,7247.56,MEO,Inactive
3388,France,Payload,1984,10951.2,MEO,Active
3389,Canada,Payload,1971,22802.69,GEO,Active
3390,Italy,Rocket Body,1990,29085.22,GEO,Active
3391,Japan,Rocket Body,2006,24127.9,GEO,Inactive
3392,Russia,Debris,2006,34285.37,GEO,Active
3393,Germany,Debris,2001,13838.67,MEO,Inactive
3394,South Korea,Rocket Body,1973,15043.52,MEO,Inactive
3395,Canada,Debris,2007,15792.8,MEO,Active
3396,South Korea,Payload,1966,9584.74,MEO,Active
3397,Russia,Debris,2002,23558.86,GEO,Inactive
3398,India,Payload,1965,24937.0,GEO,Inactive
3399,United Kingdom,Payload,2011,4775.73,MEO,Active
3400,China,Payload,1960,32506.45,GEO,Inactive
3401,South Korea,Debris,1987,6492.24,MEO,Active
3402,UAE,Payload,1989,33047.11,GEO,Active
3403,Italy,Payload,2012,16037.92,MEO,Inactive
3404,Australia,Debris,1983,15992.33,MEO,Inactive
3405,Brazil,Payload,1999,29211.05,GEO,Active
3406,United States,Debris,2018,34554.54,GEO,Active
3407,Japan,Debris,1964,28678.26,GEO,Active
3408,UAE,Rocket Body,2016,21110.44,GEO,Inactive
3409,United Kingdom,Payload,2004,5787.93,MEO,Active
3410,China,Payload,2004,14744.26,MEO,Inactive
3411,Canada,Rocket Body,1962,34742.93,GEO,Inactive
3412,France,Debris,1976,11174.98,MEO,Active
3413,Australia,Debris,1985,24691.78,GEO,Inactive
3414,Israel,Payload,1989,8320.4,MEO,Inactive
3415,United States,Debris,1995,23887.33,GEO,Active
3416,United Kingdom,Rocket Body,2012,3492.88,MEO,Inactive
3417,Japan,Rocket Body,1993,1743.39,LEO,Active
3418,Germany,Payload,1994,16909.88,MEO,Inactive
3419,United States,Debris,2018,11665.07,MEO,Active
3420,Canada,Payload,2016,11346.92,MEO,Inactive
3421,France,Payload,1995,18312.27,MEO,Active
3422,India,Payload,2006,9036.7,MEO,Inactive
3423,France,Debris,1988,27158.65,GEO,Inactive
3424,India,Payload,1982,9517.87,MEO,Active
3425,United Kingdom,Debris,2016,35396.83,GEO,Inactive
3426,United Kingdom,Rocket Body,2023,21790.67,GEO,Inactive
3427,United Kingdom,Rocket Body,2010,7853.32,MEO,Inactive
3428,Israel,Debris,1978,16892.38,MEO,Active
3429,Australia,Debris,1985,24198.56,GEO,Inactive
3430,China,Payload,1997,5781.42,MEO,Active
3431,Italy,Payload,1988,31535.28,GEO,Active
3432,United Kingdom,Debris,1968,397.85,LEO,Active
3433,United Kingdom,Debris,1981,19962.85,MEO,Active
3434,Italy,Payload,1993,26506.29,GEO,Active
3435,Russia,Debris,2019,11095.27,MEO,Active
3436,United Kingdom,Debris,1989,9897.31,MEO,Inactive
3437,Russia,Payload,2005,34141.61,GEO,Active
3438,UAE,Debris,1963,14405.72,MEO,Active
3439,Italy,Debris,1990,20954.71,GEO,Active
3440,China,Payload,1975,1631.12,LEO,Active
3441,China,Payload,2016,29714.17,GEO,Active
3442,France,Payload,2014,12445.42,MEO,Active
3443,China,Payload,1972,32336.69,GEO,Inactive
3444,Germany,Payload,1979,15191.92,MEO,Inactive
3445,UAE,Debris,1965,31983.54,GEO,Active
3446,United States,Debris,1965,1715.89,LEO,Active
3447,Australia,Payload,2017,26356.33,GEO,Inactive
3448,Canada,Payload,2021,22515.19,GEO,Active
3449,South Korea,Payload,1960,33498.24,GEO,Inactive
3450,Canada,Debris,1967,13722.74,MEO,Active
3451,Italy,Payload,2006,23071.41,GEO,Active
3452,UAE,Rocket Body,1975,6474.92,MEO,Active
3453,Russia,Payload,1975,27164.44,GEO,Active
3454,Russia,Rocket Body,2023,20899.51,GEO,Active
3455,United Kingdom,Payload,1985,35964.95,GEO,Inactive
3456,Italy,Debris,2000,32679.0,GEO,Active
3457,India,Payload,2006,2884.71,MEO,Inactive
3458,India,Debris,1983,26560.47,GEO,Inactive
3459,Japan,Debris,1964,35320.62,GEO,Active
3460,Australia,Debris,2025,25696.82,GEO,Active
3461,Canada,Rocket Body,1987,13424.96,MEO,Inactive
3462,Germany,Payload,2011,2120.37,MEO,Active
3463,UAE,Debris,1962,790.01,LEO,Inactive
3464,China,Payload,2002,16656.84,MEO,Inactive
3465,China,Debris,1967,24151.26,GEO,Inactive
3466,UAE,Payload,1995,5363.9,MEO,Active
3467,Italy,Debris,2002,26210.42,GEO,Active
3468,Israel,Debris,2015,8380.89,MEO,Inactive
3469,Brazil,Payload,2007,24640.02,GEO,Active
3470,Brazil,Payload,2023,8511.23,MEO,Active
3471,Israel,Payload,2016,4546.21,MEO,Inactive
3472,China,Debris,2002,17516.62,MEO,Active
3473,UAE,Payload,2016,13092.41,MEO,Active
3474,Canada,Debris,1962,6952.76,MEO,Active
3475,Canada,Payload,1964,31192.01,GEO,Inactive
3476,United States,Debris,2019,818.08,LEO,Inactive
3477,India,Payload,2022,12225.0,MEO,Inactive
3478,Canada,Payload,1992,26259.93,GEO,Active
3479,Brazil,Payload,2008,8021.84,MEO,Active
3480,South Korea,Debris,1964,33128.19,GEO,Inactive
3481,Canada,Debris,1960,23482.18,GEO,Inactive
3482,Canada,Rocket Body,2009,3426.77,MEO,Active
3483,Japan,Payload,1963,11132.8,MEO,Inactive
3484,Russia,Payload,1971,25729.76,GEO,Active
3485,Brazil,Payload,2006,28371.11,GEO,Inactive
3486,Brazil,Payload,1969,2436.46,MEO,Active
3487,Germany,Rocket Body,1979,25375.98,GEO,Inactive
3488,Germany,Payload,1972,14729.62,MEO,Active
3489,Australia,Debris,1978,15259.57,MEO,Active
3490,United States,Debris,1977,30953.91,GEO,Active
3491,China,Payload,2007,24408.77,GEO,Active
3492,Brazil,Payload,1999,26769.55,GEO,Active
3493,Israel,Debris,1992,21934.55,GEO,Inactive
3494,Russia,Rocket Body,1980,21823.83,GEO,Inactive
3495,France,Debris,1991,6579.14,MEO,Active
3496,UAE,Payload,1990,22127.25,GEO,Inactive
3497,United States,Debris,1987,6201.6,MEO,Inactive
3498,South Korea,Rocket Body,2012,16757.34,MEO,Active
3499,UAE,Payload,1981,531.54,LEO,Active
3500,Italy,Debris,1995,24698.0,GEO,Inactive
3501,United States,Payload,1984,13193.76,MEO,Inactive
3502,South Korea,Payload,1966,23601.74,GEO,Active
3503,Russia,Payload,2016,18725.5,MEO,Active
3504,Canada,Payload,2024,32478.19,GEO,Inactive
3505,India,Debris,1984,11148.29,MEO,Inactive
3506,Canada,Payload,1994,26686.45,GEO,Inactive
3507,India,Payload,1993,5933.59,MEO,Inactive
3508,Canada,Payload,2012,19246.79,MEO,Active
3509,UAE,Debris,1973,6196.74,MEO,Inactive
3510,United Kingdom,Payload,1974,11772.45,MEO,Inactive
3511,India,Debris,2024,25136.06,GEO,Active
3512,Brazil,Payload,1994,25108.3,GEO,Active
