id,country,object_type,launch_year,growth_year,altitude_km,min_altitude_km,max_altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
4229,South Korea,Debris,2011,2011,19151.5,19127.74,19156.97,MEO,Active,87.67,217.9,145.89,738.15,863.03,364.12,784.06,142.7,484.46,517.93,330.94,148.34,471.66,703.41,236.79,602.3,865.07,354.43,521.94,790.95,735.33,96.89,340.93,66.7,993.34,136.22,242.45,422.75,140.22,184.35,252.13,245.8,403.84,759.94,808.22,30.07,200.9,318.52,565.81,907.78
4230,Canada,Rocket Body,2000,2000,17938.6,17920.58,17978.53,MEO,Inactive,161.19,723.59,304.06,236.07,243.26,849.79,461.97,115.33,664.01,817.6,385.06,375.42,509.53,882.09,491.96,93.33,396.52,982.08,248.62,282.39,982.27,484.63,907.75,468.27,727.63,304.04,861.35,634.12,736.42,637.15,984.96,627.57,348.62,667.94,231.29,50.73,673.54,484.33,902.33,3.56
4231,Australia,Rocket Body,2023,2023,20043.26,20025.69,20056.82,GEO,Inactive,839.3,231.01,956.86,560.48,852.45,883.69,600.89,566.04,19.34,203.55,833.75,645.64,1.89,9.58,748.56,546.65,379.23,25.12,993.11,599.86,177.26,980.96,506.29,697.43,43.34,645.38,466.08,509.46,988.45,187.84,335.51,200.29,396.03,464.24,106.74,241.02,680.29,147.54,868.43,181.24
4232,China,Payload,1993,1993,27415.47,27407.43,27453.1,GEO,Inactive,148.65,733.82,906.96,673.01,661.42,478.34,38.36,956.45,115.15,256.97,506.66,323.75,36.14,496.2,466.71,155.94,404.91,252.51,806.57,102.1,930.59,634.92,283.39,731.57,352.6,457.28,238.51,881.5,615.79,351.16,969.27,506.23,968.53,158.94,46.98,431.12,465.79,996.36,563.6,578.13
4233,United Kingdom,Payload,1990,1990,26886.7,26879.92,26936.29,GEO,Inactive,708.96,848.04,733.63,980.71,761.25,728.47,78.19,838.08,871.9,332.98,781.51,970.88,213.24,892.99,188.79,38.63,869.55,857.54,856.53,136.04,418.98,872.32,101.24,500.56,3.22,610.65,848.57,52.24,71.18,107.88,176.71,874.42,774.66,985.52,740.3,439.21,776.82,459.03,517.67,313.93
4234,Japan,Rocket Body,2017,2017,29464.09,29458.6,29513.46,GEO,Inactive,917.71,48.78,957.39,558.69,227.69,114.62,107.31,585.41,347.05,273.04,929.08,724.14,557.07,105.18,4.87,465.84,550.45,505.23,878.3,533.49,920.45,896.26,359.65,394.75,653.13,657.83,938.74,824.33,891.25,605.66,803.73,809.39,668.38,448.23,735.33,81.13,256.61,878.63,974.07,415.41
4235,Canada,Debris,2023,2023,2590.82,2563.09,2640.29,MEO,Active,382.82,239.97,710.84,4.3,202.66,304.04,594.13,375.94,55.78,21.09,735.99,108.2,874.3,348.97,789.87,351.0,237.37,98.74,761.31,233.17,871.62,815.34,95.42,612.34,759.99,439.13,13.43,575.4,593.02,664.0,2.73,926.97,871.53,574.3,75.21,592.45,360.73,925.24,766.71,596.91
4236,Japan,Debris,2021,2021,8341.61,8307.55,8363.14,MEO,Active,780.06,971.6,652.06,830.09,800.82,358.98,147.64,396.16,123.5,227.95,238.72,506.18,544.04,834.18,707.35,473.29,854.47,80.57,710.61,34.56,474.0,31.15,834.4,577.92,134.02,447.41,658.54,408.8,212.69,489.74,548.81,588.41,636.71,293.89,498.76,896.41,817.74,445.86,179.84,994.72
4237,United Kingdom,Payload,2025,2025,13378.75,13361.73,13415.64,MEO,Active,641.52,524.44,480.25,625.22,971.16,764.27,919.04,48.06,414.06,872.53,707.94,127.45,990.88,945.64,976.88,726.23,353.27,81.96,569.63,44.2,766.53,783.75,602.04,205.86,811.82,835.73,32.01,614.88,237.28,825.85,369.71,645.06,297.79,897.54,719.9,196.27,792.48,326.68,981.82,717.64
4238,United States,Debris,2016,2016,6775.56,6759.31,6815.3,MEO,Inactive,10.04,550.95,911.1,918.72,536.87,830.55,547.04,806.6,431.27,454.69,831.62,45.26,209.17,553.0,981.43,864.49,77.33,478.83,69.18,246.89,788.56,713.66,682.98,113.06,170.11,82.42,3.37,337.08,899.7,715.33,941.77,642.77,90.65,110.31,803.64,429.18,386.39,493.43,952.58,738.53
4239,India,Rocket Body,2001,2001,18229.73,18202.01,18247.26,MEO,Active,314.35,146.54,653.87,553.32,960.7,356.61,571.0,992.57,763.38,686.53,648.54,974.02,234.97,669.49,497.14,505.7,288.16,170.62,773.91,523.78,559.28,688.73,310.54,278.84,131.08,0.86,468.09,828.62,905.65,138.83,979.5,88.09,481.45,781.29,279.18,196.0,855.73,30.04,810.4,11.84
4240,Japan,Rocket Body,2016,2016,24257.92,24228.86,24280.85,GEO,Inactive,952.13,425.31,37.9,648.19,119.67,761.04,822.9,669.77,52.12,631.98,801.63,398.99,733.91,16.92,206.7,474.12,310.94,224.47,250.16,256.76,822.0,270.15,765.24,92.13,349.16,197.77,761.92,7.07,188.77,817.37,228.49,570.06,582.83,654.59,70.15,349.37,842.31,846.06,642.7,712.26
4241,South Korea,Debris,2016,2016,22484.59,22473.77,22525.76,GEO,Inactive,301.33,951.05,953.22,251.75,858.75,859.12,497.86,811.99,361.0,812.26,753.43,311.86,679.52,633.95,297.53,803.41,715.0,607.8,116.24,534.56,194.8,242.81,267.17,944.62,182.54,915.41,458.84,248.0,331.71,420.2,679.43,79.99,209.29,245.83,393.58,569.97,26.07,521.66,344.32,451.85
4242,Israel,Payload,2009,2009,33745.91,33736.5,33769.46,GEO,Inactive,904.23,746.98,29.03,170.03,325.08,534.48,210.74,494.89,423.12,68.34,17.84,822.35,402.42,745.22,907.8,587.85,2.38,169.87,307.81,360.67,670.96,247.41,804.24,801.2,743.59,598.49,209.97,686.29,899.1,564.12,772.98,442.66,674.54,218.37,208.84,941.85,162.14,534.35,663.05,451.81
4243,Australia,Debris,2023,2023,2716.31,2712.43,2756.9,MEO,Active,688.0,773.87,558.52,447.51,780.62,198.95,445.3,816.33,544.98,347.22,307.91,678.88,629.82,272.95,725.96,705.23,278.78,542.08,467.1,44.57,849.32,440.93,667.98,770.97,101.69,276.53,147.15,905.67,251.36,743.31,26.13,920.4,550.51,459.15,387.99,223.32,965.73,5.19,571.68,447.76
4244,United States,Rocket Body,2003,2003,15183.46,15142.68,15219.12,MEO,Inactive,222.16,955.43,80.86,631.3,500.42,103.16,987.97,315.43,790.49,151.3,131.09,370.5,41.13,953.62,822.57,604.71,291.17,290.9,991.71,757.82,323.32,792.44,575.59,756.06,262.31,340.92,27.34,112.21,375.38,327.39,296.07,288.88,360.14,112.03,241.84,509.17,52.09,141.14,795.77,334.43
4245,Canada,Payload,1998,1998,20352.86,20350.87,20369.03,GEO,Active,666.16,426.52,604.46,61.1,225.9,690.75,981.88,733.02,378.76,592.01,465.33,513.09,96.93,773.88,770.75,837.3,639.86,919.17,410.59,397.12,313.0,542.9,286.69,304.8,93.86,467.59,84.8,701.48,121.57,625.64,279.77,694.64,518.86,11.31,545.21,828.27,980.97,555.87,215.94,220.84
4246,Australia,Rocket Body,1996,1996,28274.9,28251.03,28314.21,GEO,Active,931.12,362.55,102.21,232.89,611.38,85.49,940.81,593.94,553.31,962.29,111.83,399.71,763.92,260.39,753.35,176.74,208.6,44.2,319.42,312.03,111.92,182.14,705.54,232.07,972.78,120.71,632.39,573.0,445.71,398.49,766.05,755.91,737.31,706.93,970.93,934.49,62.05,832.93,746.16,193.07
4247,Brazil,Rocket Body,2009,2009,29397.57,29367.51,29447.39,GEO,Inactive,117.71,167.79,799.47,758.63,259.18,75.53,952.78,473.67,514.0,75.62,733.25,15.44,278.27,636.54,437.17,952.37,444.77,384.99,402.51,820.18,646.89,206.1,569.6,634.58,220.79,478.74,735.3,331.51,201.94,321.82,173.35,174.61,380.56,561.04,116.13,821.57,162.47,653.44,54.95,171.83
4248,Germany,Debris,2016,2016,6004.71,5997.91,6016.49,MEO,Inactive,89.23,66.77,624.49,421.96,466.69,245.34,831.03,883.42,255.79,457.33,310.25,304.79,63.89,224.91,288.91,934.76,490.32,421.33,924.9,740.4,628.99,482.73,9.33,241.64,699.51,450.94,560.52,140.79,219.33,966.68,151.65,923.21,330.23,57.53,526.22,157.38,926.52,360.31,507.4,862.17
4249,Russia,Payload,1997,1997,11958.26,11950.64,11981.96,MEO,Active,693.54,30.92,928.29,417.29,799.24,429.29,48.3,92.53,351.89,906.22,932.16,524.99,819.18,144.99,778.64,566.97,374.95,373.46,467.75,854.36,374.21,926.15,505.35,172.9,720.31,63.75,884.56,91.21,802.15,763.86,588.86,587.21,117.44,352.84,693.62,473.47,163.07,989.35,265.99,830.24
4250,Australia,Debris,2020,2020,1596.24,1565.24,1638.9,LEO,Active,175.23,720.67,219.82,884.3,860.08,835.47,745.42,977.71,797.52,352.0,376.85,24.92,323.15,799.58,696.89,92.95,469.11,358.62,102.16,64.0,623.35,459.04,281.83,715.83,802.65,298.02,933.11,919.76,706.39,291.21,34.4,19.36,611.14,844.08,164.61,819.86,995.89,208.27,270.91,894.27
4251,China,Rocket Body,2007,2007,22567.6,22524.21,22593.84,GEO,Inactive,821.57,151.7,884.66,821.56,961.7,999.45,426.57,967.68,876.8,336.89,914.79,786.21,455.41,163.66,223.86,390.38,456.67,452.09,137.1,805.75,32.02,815.55,884.66,41.91,809.39,418.13,619.16,615.38,289.89,833.4,221.61,895.16,584.15,823.39,323.85,969.03,186.91,739.47,304.65,681.67
4252,United States,Debris,2013,2013,1862.1,1829.79,1886.25,LEO,Active,759.94,116.2,81.86,516.03,873.81,494.87,168.76,814.45,739.04,950.48,481.59,621.21,240.53,904.59,876.79,309.13,269.26,413.99,450.07,476.23,25.73,27.77,151.56,737.15,588.38,898.19,501.33,993.98,689.77,782.89,175.52,620.27,817.34,692.79,139.55,789.39,479.65,706.94,307.3,379.34
4253,United States,Debris,2002,2002,2345.78,2340.39,2358.28,MEO,Inactive,12.16,178.53,978.33,374.32,733.07,452.38,67.31,884.54,403.66,789.32,739.79,148.57,610.89,1.59,222.38,330.09,778.53,348.89,662.76,382.01,913.75,269.8,274.53,32.64,553.77,694.67,962.63,581.39,199.82,436.91,594.51,959.51,391.43,8.74,682.19,61.54,976.58,446.27,140.39,159.04
4254,France,Payload,2001,2001,30833.69,30801.66,30869.02,GEO,Inactive,822.8,42.79,355.6,146.9,597.54,317.49,468.89,668.14,644.46,41.02,504.22,782.09,930.03,800.31,716.59,666.39,361.71,89.34,758.71,180.86,496.64,412.01,407.59,362.56,300.22,693.18,378.19,520.26,999.74,450.9,532.63,306.54,365.56,118.82,930.79,384.42,727.83,240.84,600.01,210.27
4255,France,Debris,2010,2010,11917.27,11890.97,11926.16,MEO,Active,41.24,671.83,844.14,782.64,296.35,898.52,34.48,502.31,214.78,68.11,940.49,649.51,547.74,238.16,704.46,266.82,700.75,689.9,745.5,512.37,671.98,294.36,859.36,545.06,500.39,700.79,948.77,304.38,278.5,811.08,158.88,991.96,828.77,976.7,596.96,1.13,879.08,601.48,159.42,538.92
4256,Germany,Rocket Body,1995,1995,6077.03,6053.75,6097.58,MEO,Active,961.25,506.8,541.66,805.58,713.72,624.66,693.69,118.97,588.34,369.4,568.85,771.69,714.92,732.0,418.11,35.27,364.84,857.08,115.79,490.58,483.82,887.93,455.19,371.18,475.41,52.82,860.96,673.77,15.48,166.0,704.44,47.46,282.58,468.52,609.31,93.04,128.64,371.11,268.09,573.54
4257,Israel,Rocket Body,2009,2009,24636.13,24603.03,24672.63,GEO,Inactive,503.54,289.37,974.74,340.38,951.98,831.99,54.05,796.27,54.29,392.77,464.83,765.29,173.0,558.31,299.61,847.89,559.27,668.27,226.45,79.09,879.49,622.85,991.34,946.71,515.93,657.87,485.23,314.48,691.58,695.84,433.61,767.84,44.81,984.15,13.37,506.25,1.33,989.83,169.05,927.46
4258,Canada,Rocket Body,1993,1993,13690.75,13666.3,13695.82,MEO,Inactive,932.57,351.15,452.47,279.2,173.48,71.0,44.61,660.51,719.93,124.55,422.3,285.88,992.99,186.07,252.34,572.35,915.14,361.02,158.46,405.54,57.92,801.8,757.35,180.58,315.65,339.49,720.4,728.58,714.37,843.0,420.88,789.62,206.86,425.39,328.5,321.37,292.61,946.73,400.58,647.01
4259,Italy,Debris,1999,1999,9907.29,9881.69,9942.76,MEO,Active,674.68,747.1,760.08,496.1,647.33,566.78,615.49,874.56,382.32,603.21,931.28,772.62,506.72,7.93,301.4,73.84,318.57,783.59,188.74,929.2,34.87,249.81,450.88,625.06,420.35,862.7,155.93,992.84,798.58,225.01,259.18,902.99,116.87,982.25,799.59,747.84,262.83,399.03,988.73,673.07
4260,Russia,Debris,2009,2009,34043.38,34033.17,34087.97,GEO,Active,209.22,381.02,604.17,979.3,871.53,753.27,625.93,714.63,963.26,298.99,788.53,517.95,40.2,78.76,861.03,862.66,795.99,567.36,531.57,90.35,870.17,364.84,30.38,855.43,808.23,85.47,687.97,484.56,991.6,160.68,240.34,259.89,755.09,512.7,65.48,203.01,726.82,775.66,822.35,425.94
4261,Italy,Debris,2019,2019,15825.39,15819.64,15841.63,MEO,Active,703.99,436.55,28.96,23.56,834.42,133.02,955.38,911.92,525.63,869.18,72.75,728.65,199.77,891.78,321.22,173.79,802.22,585.46,212.72,598.94,237.58,891.33,245.82,664.94,745.54,734.12,983.43,276.53,195.44,338.65,110.97,265.39,257.53,203.84,357.57,160.64,857.43,678.09,154.48,430.75
4262,United Kingdom,Debris,1996,1996,18657.38,18630.0,18700.0,MEO,Active,236.87,385.1,490.08,556.87,783.13,457.15,614.52,644.24,819.4,238.92,387.65,114.8,485.23,17.17,609.86,226.64,675.54,287.03,167.99,30.12,338.91,352.02,47.48,935.33,528.5,944.41,902.25,980.97,409.01,801.73,173.07,78.94,550.67,932.57,806.14,760.06,701.8,296.39,272.75,465.68
4263,Brazil,Debris,2025,2025,21933.94,21902.52,21934.97,GEO,Inactive,191.35,245.23,46.62,909.19,914.73,849.86,264.8,471.03,134.38,654.33,817.28,637.72,205.25,983.68,548.18,157.83,977.78,218.49,816.26,16.87,846.47,272.7,686.43,794.73,724.29,130.16,44.84,8.34,858.58,222.84,526.76,591.9,882.47,302.78,546.89,130.03,87.59,297.81,304.36,978.44
4264,Israel,Payload,1990,1990,32712.18,32711.96,32756.46,GEO,Active,380.16,59.45,856.29,102.67,877.74,816.17,126.79,115.5,409.06,936.29,525.56,495.51,362.44,336.48,851.36,642.67,270.36,866.85,134.35,640.44,267.76,78.83,67.9,342.08,553.01,4.08,855.54,860.08,917.05,895.61,156.17,248.47,347.76,90.48,731.26,257.71,243.91,953.49,262.43,387.59
4265,Japan,Payload,2025,2025,17908.03,17890.38,17928.65,MEO,Active,690.94,563.23,761.85,816.04,143.37,864.77,782.4,306.46,983.1,943.99,780.45,522.56,906.25,326.24,696.45,965.09,227.4,173.12,35.81,511.57,301.44,898.89,453.05,619.1,739.9,397.23,61.51,232.04,529.95,376.16,899.0,933.12,81.05,236.81,322.06,546.95,522.16,639.96,713.53,456.66
4266,Brazil,Payload,2010,2010,8442.67,8429.15,8446.08,MEO,Inactive,214.72,52.68,371.86,840.24,919.07,630.0,250.77,689.18,46.86,432.73,952.13,928.02,272.41,574.79,777.64,427.43,580.34,851.22,208.49,231.94,709.4,499.66,36.36,538.78,599.1,64.02,716.89,433.24,929.09,583.36,177.19,633.17,362.73,909.86,924.11,149.71,367.53,239.92,201.17,988.78
4267,Israel,Rocket Body,1999,1999,3304.66,3286.85,3331.08,MEO,Inactive,903.33,177.37,18.11,217.04,845.51,209.66,639.0,795.26,50.07,998.61,727.23,630.18,493.16,673.84,44.19,598.51,821.78,780.21,381.57,553.62,647.07,950.18,695.89,772.47,528.9,701.56,538.31,819.26,596.55,2.81,638.06,882.91,683.34,895.05,940.8,571.1,845.14,3.0,234.01,709.65
4268,United States,Rocket Body,1994,1994,16648.69,16640.58,16674.61,MEO,Inactive,919.93,890.8,390.14,425.36,318.87,490.57,689.44,776.48,417.59,64.63,188.62,272.68,810.02,46.98,442.12,263.41,787.5,139.56,625.55,430.88,215.09,821.44,751.88,483.78,3.25,286.93,130.12,904.38,483.85,156.19,18.02,463.32,950.84,438.96,274.55,61.62,468.42,63.74,145.06,180.05
4269,Canada,Payload,2001,2001,18294.85,18250.63,18333.75,MEO,Inactive,33.42,493.92,861.86,938.69,372.63,732.67,11.22,759.37,924.73,867.45,830.66,401.21,527.0,512.04,134.12,268.21,798.35,446.52,244.31,367.63,972.28,981.72,702.95,786.03,726.6,730.45,545.62,834.99,98.19,459.55,79.23,704.82,402.33,187.6,169.49,978.99,220.13,915.54,235.29,923.17
4270,Canada,Debris,2009,2009,1245.63,1229.55,1267.09,LEO,Inactive,21.17,475.12,659.11,757.74,765.76,950.74,713.27,507.51,300.7,164.01,619.42,651.27,785.92,657.57,919.57,247.36,140.35,890.62,971.98,278.25,293.83,221.37,446.01,691.0,302.36,702.03,643.12,16.16,153.04,824.78,424.4,424.81,568.81,858.86,588.4,740.96,555.31,268.91,973.47,937.82
4271,UAE,Payload,2004,2004,11770.12,11760.93,11819.91,MEO,Inactive,161.48,187.22,136.7,830.35,980.17,791.09,5.7,513.99,885.18,238.64,262.68,511.83,721.26,942.48,737.39,937.8,300.86,738.56,586.66,797.02,890.92,660.17,817.76,957.82,77.95,104.21,48.88,672.98,935.77,358.54,367.44,573.73,62.2,127.11,765.06,104.04,688.61,231.78,219.32,289.92
4272,Russia,Rocket Body,1991,1991,9259.89,9245.64,9294.42,MEO,Inactive,619.5,954.88,606.96,687.21,329.77,663.99,924.16,7.22,887.42,435.57,689.33,858.8,654.33,891.03,316.93,642.45,476.64,87.19,600.49,447.65,724.37,941.98,903.57,940.63,996.88,311.3,173.07,887.34,770.5,115.99,701.76,148.29,930.6,396.05,121.73,680.49,395.26,941.5,996.65,684.55
4273,Israel,Debris,1994,1994,26945.49,26896.68,26977.42,GEO,Inactive,606.34,787.5,763.19,922.08,818.08,163.23,28.59,305.86,765.97,231.14,102.34,865.08,649.22,453.82,731.26,615.72,539.13,375.25,596.2,353.0,999.37,617.39,632.24,104.76,405.7,504.93,57.12,963.1,643.28,908.65,989.21,784.07,233.14,478.92,555.2,542.88,583.92,912.89,41.94,321.19
4274,Germany,Payload,2020,2020,29807.66,29769.11,29815.43,GEO,Active,908.18,565.25,562.6,286.03,886.42,588.79,614.33,547.53,292.39,441.74,831.76,822.04,344.8,287.11,60.09,524.69,338.42,304.23,448.73,576.05,625.84,317.78,58.81,130.85,532.96,736.36,331.45,869.14,991.46,136.68,457.33,517.6,323.99,662.35,184.15,144.21,100.24,253.93,657.27,783.69
4275,Canada,Debris,2002,2002,21310.69,21262.35,21351.76,GEO,Active,731.86,981.94,926.76,815.35,142.54,305.32,139.38,981.63,124.11,40.23,79.54,180.91,367.01,34.64,353.73,636.04,271.08,398.81,242.18,980.92,432.06,396.9,789.75,248.26,105.42,484.7,847.46,884.07,394.9,714.69,881.44,277.68,997.31,836.94,30.06,801.04,204.14,582.5,243.42,407.25
4276,Israel,Debris,2016,2016,18520.71,18494.84,18566.45,MEO,Inactive,206.7,991.97,902.67,104.15,689.6,310.23,850.49,661.46,928.87,216.08,345.25,842.94,145.63,928.64,907.9,243.9,153.47,111.1,468.25,919.53,216.67,496.69,124.86,633.18,484.91,308.46,676.12,967.05,331.6,630.46,32.74,563.58,649.76,23.95,675.47,958.87,842.42,740.19,116.84,711.58
4277,United States,Payload,2011,2011,652.33,607.48,667.73,LEO,Active,230.34,655.9,348.04,155.49,82.66,180.85,870.69,458.82,572.21,333.69,332.19,810.68,216.9,436.21,298.21,233.15,94.98,804.32,208.24,310.92,743.99,624.38,224.02,164.35,367.73,300.09,469.12,639.08,963.49,179.99,183.73,751.29,922.94,57.19,893.22,144.05,270.8,147.78,658.56,750.49
4278,India,Debris,1995,1995,24347.83,24312.98,24384.28,GEO,Active,805.57,506.47,329.51,954.11,610.31,125.24,219.65,719.08,684.99,84.4,390.25,2.32,424.62,362.49,433.51,452.51,279.37,184.38,927.66,257.61,288.95,37.48,25.45,882.89,816.22,492.75,152.04,463.33,105.05,707.11,975.84,439.6,197.58,512.52,716.2,878.42,634.28,28.36,91.46,600.8
4279,Italy,Rocket Body,2021,2021,33826.3,33811.51,33840.1,GEO,Active,21.16,822.2,731.76,720.45,806.0,496.63,790.68,621.1,894.1,752.17,8.55,592.94,305.37,962.69,344.34,356.2,505.53,893.75,514.8,719.78,781.79,471.94,26.48,976.15,450.96,133.37,21.97,881.15,459.52,681.91,515.51,673.07,715.15,101.52,954.97,728.96,620.11,318.94,542.87,999.03
4280,UAE,Payload,2020,2020,28185.88,28145.59,28200.91,GEO,Inactive,825.1,460.27,458.98,727.51,911.95,797.32,686.97,303.53,607.14,205.65,881.95,620.75,509.86,609.89,300.17,272.48,408.2,822.36,27.32,521.28,679.25,282.06,431.35,893.42,375.98,775.75,929.52,656.83,370.68,658.37,214.74,990.95,829.0,810.12,479.15,968.7,468.72,852.4,217.95,921.67
4281,China,Payload,2007,2007,833.45,810.11,868.45,LEO,Inactive,779.63,977.57,527.53,76.02,508.74,604.64,722.63,832.67,32.16,439.83,664.72,533.21,726.75,869.87,895.44,956.76,829.92,796.21,121.56,608.28,417.15,904.54,886.9,391.22,667.6,755.52,344.0,138.43,242.14,403.03,370.4,569.38,406.7,225.56,482.56,367.37,695.19,515.15,307.87,944.91
4282,UAE,Payload,1999,1999,23002.45,22971.85,23032.12,GEO,Active,67.79,486.9,116.13,462.11,390.01,204.26,787.09,924.54,962.4,135.77,213.13,865.37,588.17,556.11,108.65,971.04,988.92,476.05,622.51,57.04,541.57,150.69,91.62,237.63,30.08,183.25,839.22,940.49,627.14,809.49,642.65,828.44,484.64,203.3,546.32,497.11,97.33,761.95,57.14,82.7
4283,Israel,Rocket Body,2014,2014,22934.23,22893.92,22968.68,GEO,Active,756.28,269.2,22.92,873.41,574.01,826.85,26.46,525.74,639.39,308.94,663.58,289.24,944.96,537.51,602.92,791.97,836.42,610.93,748.31,746.59,504.6,460.79,181.81,30.69,136.23,279.59,718.69,712.68,637.83,924.48,108.25,393.98,39.15,922.24,976.56,129.35,609.1,940.74,983.89,565.57
4284,Germany,Payload,2020,2020,20135.83,20114.05,20172.82,GEO,Inactive,581.86,836.82,364.56,976.32,159.98,475.96,826.31,794.5,364.29,38.42,65.85,679.7,299.35,801.65,793.49,233.32,424.52,468.02,981.97,520.35,748.06,826.22,617.11,211.86,666.19,36.14,307.02,611.22,438.14,353.02,274.74,124.73,716.0,381.57,919.93,520.54,843.47,11.63,230.9,567.11
4285,Germany,Payload,2018,2018,26956.8,26947.37,26966.48,GEO,Active,832.55,3.65,347.08,174.57,940.24,296.24,175.99,207.73,929.61,672.09,693.63,689.04,872.28,144.14,196.14,871.55,351.65,62.14,683.55,268.93,744.44,827.97,190.75,601.83,885.88,579.81,876.1,180.51,995.05,68.16,266.61,284.22,653.62,239.85,768.13,880.41,407.96,558.81,306.86,801.33
4286,South Korea,Debris,1996,1996,29577.97,29573.98,29627.5,GEO,Active,689.8,551.7,198.56,497.11,72.57,169.88,415.25,847.93,349.55,68.58,209.65,904.34,60.14,151.21,865.86,691.57,629.42,131.69,68.9,838.1,663.15,669.5,890.87,22.34,231.86,825.0,490.02,300.88,1.37,945.3,216.59,727.6,269.9,349.17,923.99,988.28,955.27,718.76,911.38,999.22
4287,Italy,Rocket Body,2012,2012,24261.66,24242.95,24272.06,GEO,Inactive,575.66,687.05,719.84,945.28,407.18,838.08,136.43,604.3,255.21,994.36,474.37,505.83,76.47,383.98,675.99,293.66,141.15,750.88,581.83,49.78,751.68,145.09,496.52,181.84,816.56,404.5,553.94,855.29,49.86,110.22,123.75,765.15,658.88,40.49,280.35,123.12,783.36,112.99,168.37,284.45
4288,Australia,Payload,1998,1998,21320.74,21303.3,21324.09,GEO,Active,272.66,152.1,832.83,926.2,38.62,996.09,854.08,842.44,83.77,286.15,780.51,524.07,788.2,877.98,360.59,656.81,526.85,804.18,340.54,429.91,60.27,807.3,841.08,645.44,973.49,81.48,362.72,820.93,965.26,315.86,718.72,755.21,885.47,783.8,597.67,213.75,704.96,816.69,398.25,36.42
4289,United Kingdom,Payload,1995,1995,32747.89,32705.27,32788.62,GEO,Inactive,258.7,29.43,296.67,531.28,600.2,754.87,131.0,77.77,25.23,215.3,771.27,784.45,208.7,742.64,280.0,192.08,442.67,965.54,691.03,975.48,111.88,624.55,922.17,980.31,466.61,369.16,433.69,531.83,301.15,991.52,971.79,747.24,186.85,729.49,672.63,929.84,637.31,353.08,840.67,89.68
4290,India,Rocket Body,2021,2021,34774.13,34744.5,34793.23,GEO,Inactive,248.64,34.24,584.13,233.35,673.22,4.31,557.46,812.24,667.13,371.36,914.71,326.88,360.67,790.3,650.34,495.52,934.06,107.61,83.91,880.57,466.7,323.48,342.96,32.25,289.58,488.88,546.99,69.03,168.77,827.65,739.0,992.86,123.42,400.49,92.91,145.49,805.68,950.53,355.81,417.05
4291,Germany,Rocket Body,1995,1995,28491.73,28454.12,28527.77,GEO,Active,813.77,502.59,290.86,5.06,648.71,142.78,16.57,290.39,763.04,765.58,419.49,977.91,24.51,923.43,907.73,234.76,193.67,276.83,975.1,908.21,576.68,942.66,875.83,198.47,360.74,865.29,282.67,573.95,872.61,757.69,304.47,349.43,540.22,581.58,210.76,136.69,660.18,860.9,809.91,298.7
4292,Israel,Rocket Body,2025,2025,29082.75,29071.33,29121.27,GEO,Active,143.31,926.09,104.51,917.14,924.41,677.44,463.12,538.76,528.36,177.47,373.4,588.16,738.54,851.45,451.04,336.09,178.34,145.09,461.84,998.57,697.89,301.47,435.82,46.06,941.11,998.96,498.99,601.55,750.41,414.02,119.23,847.73,568.93,826.58,275.91,437.61,677.82,573.26,870.55,636.67
