id,country,object_type,launch_year,altitude_km,orbit_type,status,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43
5808,Brazil,Payload,1996,14660.01,MEO,Active,494.05,305.36,499.39,393.94,452.48,422.84,265.06,515.91,149.03,267.45,94.76,675.96,840.82,634.83,937.81,70.94,18.58,469.23,38.33,148.9,464.46,90.67,759.31,837.11,141.88,679.64,947.1,922.19,434.74,580.04,191.37,897.78,62.46,733.28,239.43,883.69,698.43,986.47,489.75,163.02,642.13,679.72,799.61
5809,South Korea,Debris,2023,25861.04,GEO,Inactive,707.82,658.92,730.06,527.19,478.04,410.69,904.22,916.97,491.12,290.49,430.3,540.17,233.93,137.31,488.34,865.7,191.09,772.24,890.56,544.99,574.31,75.52,81.07,773.53,698.22,726.26,350.47,316.72,36.72,975.24,330.61,760.49,521.79,807.7,373.96,33.77,11.26,124.28,584.9,770.52,172.23,374.44,492.24
5810,United States,Payload,2012,28305.48,GEO,Inactive,985.07,753.43,556.63,275.73,911.07,75.42,374.6,170.56,229.42,668.99,551.48,322.88,8.19,349.55,279.3,223.59,340.4,447.13,100.17,822.17,796.66,786.01,163.31,835.23,392.25,707.03,660.16,926.54,611.51,336.9,312.19,723.54,418.6,841.24,522.52,778.43,882.1,35.22,107.08,496.5,547.41,649.9,389.38
5811,China,Rocket Body,1983,5306.06,MEO,Inactive,609.14,697.21,95.79,715.89,406.81,405.73,9.13,620.85,82.52,713.61,283.31,640.18,685.74,855.92,990.71,711.58,993.59,289.2,413.41,1.99,184.4,980.67,533.05,722.56,423.38,143.41,964.33,781.22,312.6,42.46,841.63,71.77,906.01,630.17,999.95,824.93,642.52,212.68,992.4,917.71,540.91,248.23,752.77
5812,Japan,Rocket Body,2017,20457.45,GEO,Active,516.6,671.46,43.86,68.09,519.12,382.16,229.54,112.89,51.03,81.65,909.28,322.21,506.31,640.31,982.48,346.35,933.41,365.88,41.33,16.96,332.7,116.22,114.41,666.61,154.29,98.06,911.53,232.12,663.67,25.4,283.84,638.93,907.55,675.18,625.98,253.26,727.98,43.89,456.57,682.79,582.85,710.94,765.89
5813,Italy,Rocket Body,1973,16309.38,MEO,Inactive,848.57,524.4,282.94,362.95,225.51,17.23,195.57,212.36,206.24,153.13,588.66,113.71,969.81,870.07,275.39,751.47,625.45,206.02,228.59,478.63,788.43,311.47,801.05,171.42,357.78,249.06,865.35,586.39,292.07,194.92,353.03,683.82,341.23,738.31,390.33,984.32,501.4,387.57,85.62,844.71,119.04,829.99,85.22
5814,France,Rocket Body,1972,10333.13,MEO,Inactive,175.0,919.74,135.43,362.12,898.76,299.45,971.05,608.1,301.74,538.98,842.26,558.55,862.27,29.14,672.17,87.86,877.78,106.28,217.19,671.81,701.51,512.68,372.0,446.65,442.42,296.57,636.77,967.6,949.25,727.11,282.33,133.46,170.26,477.49,708.35,775.27,800.61,442.11,34.33,48.51,541.35,701.13,120.83
5815,United Kingdom,Payload,1988,24202.72,GEO,Inactive,576.7,26.56,551.77,987.98,480.61,890.44,227.33,436.97,927.61,248.99,372.11,823.07,991.15,75.46,313.96,677.9,250.35,440.76,956.17,32.15,658.02,477.84,606.79,734.63,3.93,487.09,149.73,158.36,29.29,564.23,780.75,341.3,585.44,194.69,526.9,377.23,988.25,599.12,459.3,727.09,891.33,252.3,139.45
5816,Israel,Rocket Body,1995,12996.76,MEO,Inactive,208.17,312.68,792.59,382.56,23.73,64.6,374.11,521.9,813.4,789.59,500.44,122.23,603.46,146.07,42.93,704.08,865.18,764.95,636.81,75.87,358.55,608.01,605.82,21.57,222.83,120.98,180.09,695.39,66.06,171.89,944.18,156.21,495.62,935.15,892.28,830.91,7.29,803.2,300.74,142.28,51.93,452.95,930.87
5817,India,Payload,1985,14234.31,MEO,Active,715.85,26.85,997.51,294.6,809.81,420.38,704.4,65.93,520.05,486.41,298.6,137.06,61.54,34.16,736.7,831.97,367.03,105.59,897.88,622.84,300.33,485.63,514.27,390.51,789.6,920.65,737.63,520.92,870.39,304.1,466.09,694.93,508.83,328.49,571.91,228.46,621.96,530.91,803.87,670.45,40.85,921.14,268.74
5818,Russia,Payload,1980,23647.02,GEO,Inactive,801.17,348.14,243.07,865.2,505.1,803.42,523.94,868.79,91.1,27.87,835.2,982.82,370.24,16.46,295.47,358.62,404.82,157.97,318.06,721.04,681.3,971.26,5.63,598.17,43.59,821.45,650.96,921.61,812.42,277.95,17.89,589.47,217.62,528.48,537.68,268.57,993.36,282.1,630.87,337.58,264.28,67.18,556.85
5819,Israel,Rocket Body,1982,21847.66,GEO,Inactive,299.49,556.79,347.0,522.11,113.3,519.94,474.79,487.73,281.35,427.86,272.64,984.9,116.59,169.4,89.11,515.36,596.26,292.69,690.61,255.32,277.36,606.26,191.55,492.93,200.65,762.64,993.07,709.71,512.0,772.18,613.52,951.03,986.89,439.0,349.08,479.75,535.53,103.67,93.37,1.93,497.95,925.18,771.66
5820,Australia,Payload,2001,19726.32,MEO,Active,345.01,155.54,500.12,305.41,715.87,201.74,858.33,175.49,462.64,715.62,247.94,438.03,61.53,40.05,314.97,496.52,568.98,728.03,478.31,63.02,980.49,808.59,799.23,683.91,566.08,403.94,408.8,152.12,278.25,591.58,363.0,909.75,863.06,297.72,209.38,417.38,648.39,776.36,687.08,154.53,951.13,241.8,8.42
5821,Russia,Payload,1970,1459.78,LEO,Active,986.26,557.19,574.13,588.07,12.16,842.84,793.39,637.29,243.91,399.62,713.24,586.61,434.51,742.42,866.66,194.43,469.19,20.96,86.7,965.54,743.88,303.6,982.13,23.8,573.89,294.24,19.36,409.55,51.66,3.97,946.45,809.28,383.67,298.06,843.36,118.41,964.42,52.71,331.91,810.85,428.84,325.25,166.42
5822,UAE,Rocket Body,2005,24162.63,GEO,Active,934.98,386.8,224.07,582.88,545.64,615.34,903.88,597.27,770.38,296.42,741.56,655.39,712.28,498.22,299.31,979.22,559.72,3.49,777.99,947.09,380.75,722.31,671.44,25.54,527.96,627.69,313.95,687.45,609.78,496.05,712.26,461.97,558.11,465.82,374.44,451.66,509.4,611.12,237.36,437.4,584.14,163.62,926.99
5823,Australia,Payload,1997,15693.22,MEO,Active,58.72,875.19,937.3,711.3,738.37,960.57,661.64,401.28,971.39,31.03,416.9,941.88,936.42,673.9,459.05,329.63,357.23,0.85,133.5,699.42,889.28,454.67,256.2,809.32,112.15,261.7,94.49,156.74,846.85,679.23,542.04,543.89,967.69,465.49,398.75,427.13,747.29,977.21,668.74,823.52,952.39,382.1,251.58
5824,India,Debris,2008,31320.36,GEO,Inactive,295.22,241.52,487.11,948.69,85.32,45.24,116.38,996.38,20.41,90.36,371.9,282.51,376.34,335.89,198.15,666.99,131.35,184.57,305.81,70.36,976.04,323.38,910.73,52.81,507.56,423.77,921.9,37.89,395.71,581.89,604.83,184.02,282.58,204.45,618.3,608.49,748.42,882.59,25.12,427.52,490.0,444.92,597.92
5825,Russia,Rocket Body,2003,16805.56,MEO,Inactive,449.13,417.31,960.2,415.9,314.83,457.94,468.32,228.96,844.16,860.3,82.13,841.77,295.1,469.2,414.18,462.57,766.29,32.67,445.79,78.61,602.11,826.92,33.81,161.66,499.55,302.25,354.97,883.42,331.58,985.16,664.24,656.79,511.59,209.57,299.94,300.9,974.23,20.91,672.01,924.33,418.61,936.85,263.38
5826,France,Payload,1976,27962.76,GEO,Active,65.54,167.94,950.63,440.84,761.31,9.02,548.41,746.93,789.43,691.25,1.66,990.74,463.83,710.86,445.06,394.25,845.62,99.52,634.37,914.92,121.53,388.5,623.85,465.7,171.12,100.59,446.93,251.88,751.48,655.15,861.67,787.3,760.27,550.23,202.98,478.24,182.94,750.71,349.51,773.98,797.17,618.89,551.75
5827,Russia,Rocket Body,2021,9098.61,MEO,Inactive,957.22,271.08,613.52,510.18,737.31,920.86,329.36,243.1,912.97,226.01,391.55,247.05,562.97,217.17,864.58,257.01,753.51,497.34,764.38,750.49,668.2,223.41,233.46,523.14,726.09,637.65,632.47,654.09,935.29,930.35,5.23,290.35,695.05,382.74,984.82,314.65,968.75,531.04,281.03,871.67,346.53,545.12,340.83
5828,Australia,Rocket Body,1981,13199.47,MEO,Active,387.06,774.73,89.05,483.83,110.93,978.73,672.04,583.52,914.59,437.87,90.76,336.98,773.03,795.87,762.01,623.71,793.52,223.14,24.2,88.04,426.95,617.2,180.17,925.89,117.28,210.92,441.86,475.66,39.32,725.64,724.54,11.22,328.38,13.93,222.01,647.62,987.18,39.67,530.04,471.58,30.58,637.41,921.73
5829,Israel,Payload,2024,19936.55,MEO,Inactive,285.46,706.28,274.36,631.44,571.94,716.43,897.47,56.41,392.69,987.72,666.95,753.64,895.42,379.03,366.84,21.69,618.87,657.62,32.59,466.81,575.6,125.38,829.36,855.94,807.7,214.99,657.08,617.88,872.75,563.35,866.2,170.71,884.25,848.08,281.12,608.66,911.77,540.81,453.25,699.84,718.5,964.23,317.54
5830,Brazil,Rocket Body,2011,6458.38,MEO,Active,154.18,693.14,804.24,370.21,562.49,751.93,478.68,412.1,716.81,383.02,738.79,198.7,303.8,910.13,793.72,652.98,476.37,863.24,498.09,147.89,575.52,229.03,677.38,640.69,248.95,793.26,752.1,201.09,766.36,758.69,683.12,171.77,265.01,218.07,364.84,319.53,968.73,850.41,877.55,713.91,318.28,628.98,76.95
5831,UAE,Debris,1976,14370.11,MEO,Active,834.81,283.87,793.29,261.53,645.3,458.44,302.44,153.25,185.31,64.0,423.41,547.83,348.67,571.35,804.48,188.71,808.1,563.16,554.0,812.01,93.63,328.9,710.99,419.8,556.49,782.33,958.25,17.59,576.26,438.6,517.6,674.01,382.96,944.63,237.89,933.53,34.29,232.09,538.54,12.72,596.11,132.62,957.62
5832,France,Payload,1971,9814.44,MEO,Inactive,185.98,278.88,406.77,649.48,170.39,389.74,930.12,102.33,758.01,775.92,584.78,504.26,608.35,774.35,586.99,518.78,665.0,726.66,369.33,113.29,93.86,311.83,591.88,456.37,945.16,453.68,490.8,935.46,569.16,579.06,401.37,646.46,2.72,84.87,28.96,836.3,333.88,916.11,26.12,980.68,82.37,862.71,982.38
5833,Italy,Debris,1964,33411.58,GEO,Active,588.68,622.87,788.8,934.87,769.47,464.59,725.89,881.76,209.32,261.28,689.1,213.74,84.95,734.37,410.27,32.77,374.46,25.74,313.25,312.26,806.73,274.9,67.76,640.89,17.21,577.82,689.17,402.3,402.15,812.8,869.11,101.37,806.23,743.04,35.12,446.29,839.19,429.94,344.61,984.71,572.89,418.77,294.66
5834,United States,Rocket Body,2000,24198.42,GEO,Active,619.36,912.64,692.01,273.01,791.51,128.07,384.58,386.84,915.75,761.54,371.9,436.13,266.5,203.19,424.02,565.27,148.82,717.19,710.84,373.12,984.85,643.4,716.13,603.27,569.8,285.16,145.23,650.91,836.31,944.22,594.27,811.71,358.52,951.92,175.71,768.97,161.68,960.48,506.34,212.81,569.85,958.23,14.55
5835,Germany,Payload,1967,32900.83,GEO,Active,946.43,404.16,434.67,803.77,573.45,844.18,666.56,913.37,303.84,548.56,5.22,458.17,553.94,817.27,216.75,592.76,37.34,22.15,755.72,62.53,991.8,233.88,886.04,573.52,984.16,428.37,606.8,475.49,346.89,299.09,993.07,714.0,367.1,449.24,455.1,105.52,234.96,279.9,510.43,412.39,628.68,43.13,823.74
5836,Israel,Rocket Body,1989,35540.43,GEO,Active,695.34,104.27,763.89,52.5,271.14,654.89,102.95,114.05,864.03,698.1,577.13,321.21,5.64,48.14,953.49,133.95,250.67,38.43,553.26,67.88,306.66,680.16,492.78,315.48,205.63,363.18,274.99,369.47,439.1,128.8,383.05,821.93,561.81,461.02,157.41,125.15,229.58,769.81,83.57,872.39,337.42,701.63,711.34
5837,Italy,Rocket Body,1981,28038.48,GEO,Active,191.73,885.7,284.25,118.49,840.98,899.39,141.02,524.08,606.58,546.28,819.72,364.86,704.01,479.06,334.73,702.61,589.59,629.6,290.9,562.11,445.37,935.71,579.17,316.61,216.68,864.14,627.67,111.64,487.37,852.86,954.58,344.28,453.23,37.12,454.89,486.45,689.2,101.45,777.31,700.84,780.3,446.76,56.98
5838,Russia,Debris,1970,6823.94,MEO,Active,505.02,625.29,77.97,289.96,775.15,986.57,144.21,924.01,606.68,954.65,591.63,676.81,625.64,258.81,721.6,821.27,4.56,99.56,49.01,624.79,643.72,287.43,680.64,400.75,821.34,987.88,652.44,902.5,421.58,809.52,968.94,934.92,608.5,910.66,549.93,479.28,543.03,127.07,536.75,928.85,108.48,139.25,811.47
5839,South Korea,Debris,1970,4265.63,MEO,Inactive,628.19,423.3,471.25,463.73,969.8,879.74,936.04,112.17,685.03,502.83,263.55,656.42,49.85,847.05,686.06,290.24,514.53,372.36,782.85,811.12,784.72,974.98,370.09,983.45,692.8,262.79,852.21,480.79,98.37,721.85,484.31,533.08,772.8,212.6,773.76,197.65,57.0,729.35,606.36,458.29,240.19,638.37,164.14
5840,South Korea,Debris,1994,8345.18,MEO,Active,684.53,128.55,989.72,940.41,23.82,54.44,668.88,583.24,64.47,308.42,782.61,931.9,724.49,100.23,56.25,183.25,197.47,359.1,265.52,620.09,63.2,868.99,650.1,770.44,997.81,185.04,735.92,680.19,27.21,138.15,416.9,818.68,51.34,512.54,945.36,39.71,838.71,70.88,132.83,301.25,733.66,748.24,979.83
5841,Russia,Payload,1965,20764.59,GEO,Active,617.55,764.25,615.51,77.02,350.68,198.44,872.75,451.15,442.58,291.99,16.82,403.75,912.18,992.01,177.89,845.73,777.94,969.68,467.51,974.75,362.44,214.73,205.66,103.45,668.98,581.51,6.39,573.25,695.25,459.19,66.97,437.11,843.99,721.35,474.69,760.57,452.76,586.0,339.96,314.92,821.54,364.18,100.59
5842,Israel,Payload,2002,1039.17,LEO,Inactive,740.31,134.95,217.83,952.79,733.1,379.25,391.98,714.45,211.9,690.24,38.62,479.28,585.12,79.72,816.62,625.99,727.21,629.68,300.41,718.26,611.38,550.38,427.28,914.91,157.95,894.71,829.87,866.72,62.85,439.78,703.43,366.73,456.95,45.0,690.89,650.85,104.12,113.76,419.08,198.27,567.14,993.56,237.78
5843,Japan,Debris,2000,3854.18,MEO,Inactive,407.53,739.84,717.24,621.06,874.41,447.09,996.42,717.3,24.91,94.24,27.69,268.88,824.63,317.81,98.69,726.34,244.35,830.19,381.72,718.58,593.1,116.04,642.5,928.48,531.05,764.64,682.84,88.07,165.53,598.09,210.25,257.33,212.61,552.42,215.43,316.75,291.43,995.79,997.14,318.92,116.93,491.43,891.73
5844,Japan,Rocket Body,2006,32177.26,GEO,Active,591.02,549.13,324.4,118.96,527.18,577.17,2.89,829.68,687.06,862.89,799.33,121.31,692.31,603.47,525.19,361.95,797.23,276.58,715.03,558.7,505.79,551.88,23.6,683.44,271.05,5.38,193.93,542.59,563.82,975.64,517.78,99.94,331.12,474.64,806.87,81.39,71.19,42.49,114.81,269.98,420.54,387.64,930.34
5845,United States,Payload,2021,17331.36,MEO,Active,532.54,174.5,197.91,983.64,56.2,121.33,829.38,213.41,745.9,225.46,612.54,621.06,122.36,401.45,245.28,961.26,776.53,74.15,354.81,445.81,394.52,173.55,443.89,787.59,327.03,296.41,63.52,325.86,991.01,314.36,434.97,235.15,177.68,907.57,875.36,79.44,572.3,685.52,564.98,990.65,891.21,477.69,122.48
5846,South Korea,Debris,1960,2370.0,MEO,Active,815.4,618.96,437.61,78.63,832.13,711.71,397.19,864.78,715.94,277.7,165.94,204.59,948.11,749.38,562.15,786.6,609.21,447.97,738.77,233.52,413.92,138.66,153.12,408.31,515.02,755.0,768.83,796.14,888.63,507.43,312.23,554.94,789.96,99.19,306.38,892.86,10.44,822.21,590.57,231.48,399.23,289.25,818.72
5847,Australia,Debris,2013,14935.46,MEO,Inactive,655.57,903.89,802.06,752.72,458.05,787.6,563.78,874.67,876.0,885.41,131.26,43.19,146.16,70.53,775.2,307.39,519.98,978.84,832.45,239.54,411.19,106.48,780.36,853.09,46.06,425.93,172.0,931.18,69.15,291.55,653.8,393.35,328.85,836.97,598.46,815.47,70.77,164.09,578.87,67.29,149.42,790.05,959.68
5848,UAE,Payload,1999,11573.14,MEO,Active,85.24,659.7,516.37,587.33,761.22,544.82,328.74,50.1,670.35,435.85,92.4,227.45,782.04,88.34,653.58,936.07,431.29,124.16,122.94,706.84,361.26,523.19,941.1,692.39,549.86,100.07,528.26,745.06,623.24,759.86,780.79,793.04,924.32,436.78,459.25,71.13,649.76,217.58,116.04,747.45,596.12,345.89,218.09
5849,India,Rocket Body,2017,27277.24,GEO,Active,118.52,599.75,323.55,482.92,528.9,188.69,107.96,199.19,800.83,729.01,579.28,383.56,594.53,32.58,475.11,904.27,980.54,697.54,763.26,371.81,480.83,244.46,198.63,645.16,902.4,434.07,469.93,127.65,417.95,830.08,459.5,25.22,985.88,725.57,748.48,116.4,490.43,705.86,472.25,897.48,756.09,121.0,276.71
5850,Italy,Debris,1960,13802.75,MEO,Inactive,19.52,235.54,730.74,165.51,107.52,857.92,305.14,331.46,688.95,758.84,22.12,921.1,851.91,275.74,313.7,243.15,808.26,978.04,402.47,749.45,843.28,126.19,775.46,627.14,768.02,491.19,801.18,123.7,6.41,714.33,208.18,155.33,716.58,239.03,398.07,944.63,386.25,73.16,820.05,489.68,104.57,8.45,665.94
5851,China,Debris,1961,5737.92,MEO,Active,262.37,195.47,770.71,450.43,964.53,757.66,885.64,214.41,138.48,350.5,261.81,257.41,24.57,496.29,563.48,885.92,38.59,198.48,568.9,272.19,320.17,791.1,388.45,81.1,997.12,644.33,31.82,138.05,652.85,986.34,976.16,891.34,656.99,221.94,52.47,427.19,127.61,880.01,200.86,941.66,54.8,812.47,238.24
5852,United Kingdom,Debris,2024,10552.81,MEO,Inactive,97.33,184.93,352.34,129.3,886.84,270.39,416.59,870.62,688.35,609.25,293.49,326.76,933.98,679.2,116.15,149.52,890.1,748.2,386.43,337.21,150.56,348.04,895.25,844.34,486.79,721.8,435.36,764.84,593.98,531.08,508.45,635.53,394.73,498.0,456.57,107.76,973.38,847.49,286.92,794.85,81.47,36.46,246.17
5853,Japan,Payload,1990,13658.16,MEO,Inactive,777.57,401.61,278.9,728.93,649.62,429.49,89.26,780.49,322.99,184.05,859.22,734.86,796.11,266.44,414.32,985.53,444.37,454.22,876.9,786.44,530.58,870.85,457.29,261.6,189.36,120.52,284.3,852.81,484.98,236.26,946.23,928.01,566.45,225.81,565.34,87.87,929.37,781.06,951.61,827.06,727.22,969.73,322.38
5854,United States,Rocket Body,2004,12174.11,MEO,Active,104.38,220.62,664.13,858.41,519.59,239.55,324.9,1.91,601.46,374.4,521.21,342.89,136.47,84.63,187.02,858.07,494.24,124.37,501.64,163.24,775.99,824.61,656.61,761.74,51.96,102.49,746.24,300.76,20.13,272.48,896.04,550.51,267.45,676.64,935.73,982.75,150.43,141.48,911.68,65.78,292.89,829.91,249.06
5855,United States,Rocket Body,2006,31556.2,GEO,Inactive,634.69,46.75,354.8,344.91,568.75,897.05,383.44,194.7,713.37,815.47,51.03,863.0,313.17,913.0,124.82,643.66,571.04,705.24,508.52,183.16,844.71,379.67,230.45,503.79,308.08,604.65,450.96,603.89,813.82,964.21,534.58,682.98,109.8,288.43,871.12,345.74,100.98,777.06,17.37,630.67,211.89,260.07,225.21
5856,Brazil,Debris,2016,15707.25,MEO,Inactive,449.99,269.77,599.55,427.81,355.82,805.07,761.15,689.3,11.57,42.58,680.31,171.09,856.27,111.24,832.38,280.49,158.23,398.12,871.24,317.06,59.21,858.62,225.18,34.47,851.58,899.02,523.43,896.77,529.07,700.7,570.76,551.71,374.91,278.8,73.63,647.66,858.78,818.86,941.44,821.66,173.13,388.9,279.64
5857,United States,Debris,1970,24425.24,GEO,Active,189.53,546.06,857.24,580.03,422.07,517.89,291.24,53.0,235.04,153.31,587.7,974.58,591.45,489.68,192.11,65.33,982.26,935.3,651.54,174.76,776.49,861.62,5.29,890.7,277.31,595.29,279.37,7.04,231.39,156.26,595.58,686.89,722.38,591.11,801.2,914.99,686.68,70.77,204.89,869.76,383.44,668.97,4.13
5858,South Korea,Rocket Body,2002,30971.3,GEO,Active,673.58,583.49,714.97,74.97,109.54,323.81,987.15,56.44,529.26,158.56,934.93,241.13,646.65,798.03,522.12,186.24,404.88,229.31,132.36,295.82,961.7,100.38,33.34,327.76,682.88,917.37,991.46,613.99,56.05,963.86,471.1,517.85,685.5,414.38,11.45,972.29,743.67,269.84,459.7,162.09,933.52,331.89,907.32
5859,Germany,Payload,2011,16245.42,MEO,Inactive,979.21,75.15,596.75,635.87,13.79,312.15,842.51,451.67,460.75,325.91,66.05,313.59,804.58,759.79,932.87,830.83,328.5,949.84,523.56,849.4,270.96,450.72,975.09,842.12,985.35,461.54,611.17,891.96,872.04,108.51,179.51,490.77,509.45,184.68,819.95,134.07,987.23,605.58,317.52,640.15,12.49,268.62,674.28
5860,Australia,Payload,1988,11239.57,MEO,Inactive,170.32,230.14,19.65,643.46,452.7,657.3,663.76,333.44,971.46,794.51,238.83,528.66,763.44,30.14,468.87,659.15,669.78,244.23,521.2,644.46,639.43,201.2,102.83,325.86,202.11,132.11,711.11,768.04,171.23,135.23,341.97,611.28,704.47,527.14,980.74,221.08,576.95,265.19,329.64,323.45,559.39,190.24,419.42
5861,United States,Payload,1962,24339.95,GEO,Inactive,871.09,66.84,27.4,126.99,28.14,178.26,171.2,269.71,699.69,270.07,786.3,957.03,146.21,646.92,181.22,258.98,751.69,504.51,385.21,660.2,283.67,495.22,437.26,213.76,320.69,114.78,734.55,356.85,988.93,434.27,374.0,321.14,566.7,816.15,773.58,852.6,701.39,437.68,581.89,634.88,677.37,607.07,689.5
5862,South Korea,Payload,1996,5995.46,MEO,Inactive,832.99,571.97,588.65,837.76,123.95,883.41,846.5,97.95,336.12,561.92,41.14,682.76,373.06,990.85,306.15,871.03,137.87,968.68,125.33,671.16,448.47,614.82,674.61,366.39,215.29,919.77,576.16,791.39,294.71,332.14,684.66,324.66,277.67,657.58,384.64,990.68,697.67,553.96,949.84,949.71,391.82,843.97,592.34
5863,Italy,Payload,1973,10202.68,MEO,Active,118.55,413.24,276.99,436.84,10.62,116.79,155.27,409.24,420.51,96.67,529.93,978.08,235.41,2.01,363.48,152.22,223.85,165.47,218.63,222.08,443.7,785.78,375.02,817.74,275.34,640.75,505.86,176.25,929.21,923.12,591.57,524.23,465.74,58.72,8.53,409.25,613.41,472.26,866.3,312.77,251.74,905.7,940.34
5864,South Korea,Payload,1996,11581.42,MEO,Inactive,742.52,807.16,909.86,507.41,406.8,598.68,339.52,925.87,302.99,58.46,80.52,394.17,880.3,325.72,855.35,467.5,219.08,411.38,863.41,479.84,435.95,196.51,35.07,710.85,392.49,953.45,503.26,977.62,337.21,648.64,289.8,82.19,377.87,651.06,201.11,818.9,570.35,241.89,324.79,115.34,61.47,7.66,644.27
5865,Russia,Debris,2009,32841.38,GEO,Inactive,242.73,993.91,650.74,347.2,387.39,429.31,698.1,429.53,509.42,260.01,320.84,908.89,353.57,898.0,501.69,959.46,556.32,83.74,988.94,783.7,695.43,442.78,359.48,152.86,520.52,734.65,856.06,344.37,839.58,88.69,863.71,891.33,712.58,620.0,5.6,328.11,562.72,149.33,29.2,212.11,122.39,954.26,477.71
5866,Canada,Payload,2020,23883.21,GEO,Active,733.91,106.94,244.8,45.33,395.81,72.26,375.16,703.2,371.87,500.52,429.24,370.5,289.21,690.89,452.28,234.17,338.91,703.39,820.72,150.31,574.46,957.96,255.15,855.65,388.18,942.09,455.32,12.97,134.54,871.74,567.76,206.11,372.93,13.73,884.37,688.37,611.91,840.97,849.44,937.27,315.19,80.86,320.67
5867,China,Debris,2000,27100.31,GEO,Active,145.55,438.35,942.0,937.81,304.79,934.18,917.0,634.26,752.81,741.22,737.62,777.64,853.2,423.59,113.77,178.0,944.62,508.66,847.55,251.77,298.98,227.57,697.17,911.74,363.7,536.51,497.43,871.07,559.58,138.45,37.31,540.88,41.34,799.89,488.64,293.16,580.4,222.16,479.34,170.52,435.71,450.18,957.16
5868,Japan,Payload,2016,30416.05,GEO,Active,149.48,570.57,905.31,486.07,207.65,67.4,209.07,270.57,28.34,867.43,868.94,893.85,3.99,602.17,90.76,439.88,302.06,720.67,312.99,950.38,603.33,794.25,172.37,437.34,448.94,662.17,837.32,780.07,990.89,82.48,932.37,860.91,947.78,440.75,373.37,878.18,908.55,523.66,547.53,443.64,302.68,769.96,481.73
5869,Russia,Rocket Body,2014,24142.75,GEO,Active,679.58,106.82,13.49,67.34,250.42,682.94,626.34,162.24,686.64,186.76,590.55,523.7,351.96,544.66,726.89,993.82,750.99,338.19,940.67,591.11,87.31,340.9,703.02,871.49,728.15,471.28,107.09,50.19,641.39,805.68,263.11,814.8,234.5,996.37,293.63,723.23,656.88,807.99,475.78,668.17,205.31,59.1,199.38
5870,Brazil,Rocket Body,2004,29340.28,GEO,Active,927.79,473.6,137.82,887.0,67.84,154.29,749.48,515.74,857.31,217.55,261.78,280.92,137.58,824.2,192.17,557.44,121.89,208.42,827.79,212.18,973.42,821.44,408.78,297.32,808.41,435.55,976.7,417.89,17.42,999.94,571.45,346.97,830.08,740.45,193.05,749.91,605.78,223.06,491.47,690.14,339.91,904.92,424.15
5871,Russia,Debris,1989,14970.24,MEO,Inactive,589.17,58.35,482.33,742.37,183.79,504.75,326.97,387.86,810.62,982.54,345.47,411.54,834.93,536.95,255.58,678.88,593.66,21.79,895.44,490.26,309.93,571.55,73.78,664.67,954.27,688.21,633.91,471.62,515.99,115.25,245.51,265.11,673.27,36.27,18.05,610.8,202.15,556.72,632.21,385.58,808.38,762.21,824.77
5872,United States,Rocket Body,1979,15704.35,MEO,Active,215.4,216.12,454.8,758.32,798.63,421.91,902.27,114.01,632.59,241.33,805.83,679.78,760.73,62.5,315.72,531.88,860.16,877.88,564.45,163.02,199.34,765.14,984.94,134.95,757.43,369.78,688.31,60.98,228.76,55.33,84.31,136.04,949.1,175.02,658.07,869.24,990.61,736.18,797.71,829.57,678.52,931.99,949.86
