object_type,country,altitude_km,launch_year_estimate,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50
DEBRIS,India,8522.82,1977,356.027,251.217,214.391,398.517,350.291,282.578,893.2,685.839,702.201,412.97,997.011,328.573,693.838,193.641,823.334,842.435,735.969,187.077,73.344,580.308,93.148,552.489,756.661,87.711,71.616,553.204,604.867,821.132,219.085,568.189,842.341,264.522,667.716,10.191,671.334,979.137,763.73,962.956,231.645,655.889,741.207,277.006,607.823,628.162,676.013,470.771
FRAGMENT,Japan,8547.21,2021,864.322,450.733,302.861,173.06,605.9,269.351,550.237,478.202,772.979,642.205,301.12,414.487,406.981,57.173,52.789,70.986,332.576,313.657,813.05,447.481,408.552,886.565,468.976,153.17,824.948,619.961,501.095,770.798,30.019,517.151,749.626,862.461,339.122,735.404,471.949,145.756,738.275,886.136,612.279,950.781,131.788,3.17,256.94,145.838,812.727,585.93
SATELLITE,Russia,29597.04,2002,230.03,545.527,818.56,655.19,663.848,214.882,350.91,452.134,880.247,10.419,605.433,961.478,529.533,8.458,62.127,682.91,123.692,756.993,581.131,155.587,327.686,677.528,115.666,997.135,619.532,777.719,46.482,334.449,504.26,308.044,408.415,200.887,612.71,338.167,316.185,167.242,98.353,921.402,62.697,721.652,787.5,141.618,467.819,214.034,802.248,222.55
DEBRIS,China,30980.44,1979,290.905,678.25,532.13,363.683,414.112,524.573,98.723,592.092,734.669,199.087,886.617,736.872,764.401,923.958,66.138,344.358,202.853,299.687,622.416,574.564,627.934,861.388,162.362,721.376,943.559,22.292,695.191,708.924,308.917,416.313,427.538,490.07,85.919,464.308,391.708,569.632,528.048,5.509,790.039,762.744,895.192,414.069,62.792,760.89,648.383,84.773
SATELLITE,ESA,13735.11,1975,533.219,494.108,281.45,348.641,138.939,577.907,834.251,44.401,414.53,409.569,272.565,482.738,867.797,266.896,84.142,776.378,705.238,56.075,710.71,18.461,913.549,618.965,917.473,190.59,263.015,276.474,851.485,231.029,880.514,332.232,643.753,530.328,406.254,389.718,969.91,994.394,133.893,582.304,269.965,610.439,115.586,324.057,85.415,523.257,876.693,515.077
FRAGMENT,Japan,18684.69,1979,210.908,112.308,591.171,494.223,60.455,272.845,178.376,318.687,787.977,396.032,9.093,617.773,566.239,590.35,192.83,539.868,185.217,841.371,948.236,689.644,470.127,968.128,909.397,50.43,924.183,777.715,964.65,664.869,387.822,384.401,460.02,588.01,730.086,238.978,495.103,988.016,850.848,781.051,540.358,319.107,394.419,107.526,503.295,530.372,123.958,153.045
ROCKET BODY,Other,24136.58,2003,711.788,839.864,713.99,811.288,124.115,269.895,616.002,140.034,172.859,960.585,206.478,775.117,585.793,604.468,83.918,831.365,568.492,403.605,198.595,443.124,929.947,296.036,69.193,241.819,529.835,898.053,315.945,454.949,195.152,699.374,699.079,822.848,835.867,310.197,237.084,974.073,718.589,907.417,233.966,506.38,436.218,505.579,863.618,787.17,266.871,524.475
ROCKET BODY,Russia,11286.21,1966,286.753,923.776,450.037,17.341,780.987,796.433,49.367,365.185,310.431,778.012,953.817,376.513,54.755,418.201,367.281,440.884,617.277,619.56,565.519,471.802,531.291,854.133,958.055,6.134,555.883,556.938,665.645,62.053,184.154,787.77,163.69,26.751,428.492,439.439,86.722,584.301,106.783,351.895,343.66,860.182,362.543,880.24,484.602,63.629,757.888,838.337
DEBRIS,China,25790.42,1993,773.658,438.125,772.116,469.508,2.97,809.111,993.749,728.531,475.439,694.222,678.388,371.136,437.195,625.628,410.55,535.355,307.248,458.302,495.088,800.052,246.148,650.549,461.793,343.497,455.686,797.119,504.415,219.388,456.97,172.196,207.772,640.431,748.971,930.62,427.064,95.055,602.256,84.609,827.715,75.613,11.323,81.829,955.493,793.53,610.945,895.735
FRAGMENT,Japan,7773.67,1957,547.837,43.16,22.007,210.799,375.369,827.369,754.004,241.285,970.349,671.79,714.824,582.1,118.571,232.373,914.834,99.613,499.281,292.213,258.553,537.079,4.85,142.134,651.024,840.851,487.076,882.059,546.043,136.836,616.24,442.589,754.547,177.491,72.63,670.687,349.05,8.796,311.047,10.021,746.183,512.895,995.812,435.758,645.984,507.42,572.346,151.477
ROCKET BODY,Japan,6548.18,1969,190.11,106.647,262.586,848.893,53.544,998.556,208.878,729.093,911.3,258.333,463.846,27.664,453.288,818.839,67.718,426.72,721.652,469.877,143.645,362.099,522.409,785.005,325.56,718.903,48.171,832.585,9.32,324.182,962.502,797.613,564.967,542.318,493.638,931.104,437.538,249.904,593.8,115.348,165.94,684.677,455.273,199.116,76.701,349.667,729.814,816.719
ROCKET BODY,USA,35506.18,1995,526.002,565.65,423.518,893.466,840.016,456.886,684.121,772.169,598.14,312.899,557.714,644.796,504.067,718.157,910.171,677.768,467.12,908.683,945.432,555.389,543.337,108.941,666.235,61.482,906.822,228.146,759.749,477.157,77.644,932.571,825.414,668.827,322.054,485.22,508.052,281.103,968.809,326.535,476.722,296.565,18.792,296.687,102.327,504.861,348.468,325.381
SATELLITE,USA,14616.34,1988,953.797,16.124,308.546,603.814,230.924,223.942,151.205,434.029,789.804,325.196,313.925,199.741,435.07,418.4,520.48,893.686,359.091,508.561,20.79,913.695,499.609,417.186,43.41,727.608,860.296,883.394,733.3,642.687,234.96,722.4,50.324,191.159,20.762,16.925,302.952,433.673,474.694,896.123,523.84,825.763,313.4,802.704,322.207,84.327,662.786,880.838
SATELLITE,China,465.16,1999,572.658,2.425,950.516,474.503,752.83,381.829,41.15,871.643,500.888,56.528,741.411,10.95,561.751,974.841,947.942,88.242,109.616,117.501,29.728,917.073,300.229,218.427,787.942,655.679,274.043,554.46,696.048,420.732,200.253,391.544,103.639,997.127,876.073,148.058,602.976,796.423,759.027,511.889,605.952,198.076,825.211,515.785,522.068,847.003,956.808,831.444
ROCKET BODY,ESA,20443.29,2012,95.256,251.045,15.777,301.193,308.345,280.675,107.575,944.263,534.84,144.886,955.217,440.024,470.45,779.941,679.231,10.541,386.495,758.716,730.003,690.949,652.611,251.673,469.714,22.362,390.385,811.572,632.776,184.333,733.427,540.687,760.992,147.117,122.043,939.626,395.519,320.009,915.959,8.194,54.144,516.709,436.71,772.254,284.2,840.183,891.428,407.841
PAYLOAD,Other,18256.9,1976,302.08,701.755,808.743,179.421,797.747,525.956,373.036,421.451,70.847,719.786,134.134,200.685,764.671,18.375,401.254,207.053,246.332,613.618,593.485,651.991,619.164,291.633,597.005,597.121,972.687,745.516,91.099,149.173,532.84,307.989,430.504,882.971,669.242,635.308,355.94,172.109,758.759,127.957,848.772,820.81,873.35,886.542,203.974,976.408,92.919,848.242
DEBRIS,Other,24464.23,1964,304.123,456.113,870.913,734.949,281.837,289.757,778.745,865.533,387.814,789.578,788.902,559.027,915.681,666.981,237.776,727.677,198.514,743.626,111.71,895.465,28.9,571.89,105.062,21.386,505.56,437.351,800.232,193.819,423.88,147.169,949.59,299.88,304.999,647.573,569.706,650.678,15.208,294.119,679.262,42.933,112.202,632.022,198.773,406.955,686.421,540.012
ROCKET BODY,China,14006.96,1974,179.206,949.293,374.879,437.851,260.114,824.785,985.343,905.871,56.179,816.185,369.422,634.791,720.425,68.029,95.954,846.388,386.636,565.815,614.049,870.076,852.801,885.322,689.06,115.308,538.827,460.741,476.54,531.174,642.35,368.904,374.692,703.241,647.336,433.674,968.062,810.229,782.714,982.971,722.195,688.431,637.818,398.753,744.366,700.565,80.761,33.873
DEBRIS,Japan,26624.47,1966,661.71,468.988,79.771,426.965,257.123,875.145,900.271,246.436,407.655,934.722,793.243,781.199,256.877,998.136,406.044,338.509,113.078,356.51,848.574,366.639,471.379,14.163,976.367,874.423,996.885,515.647,461.492,582.994,537.646,971.54,746.104,902.608,934.899,100.163,367.801,314.539,358.981,743.066,67.14,390.62,190.946,67.424,999.349,725.45,423.525,656.589
SATELLITE,ESA,19445.49,1958,307.021,604.051,529.828,431.004,198.158,112.988,413.858,286.476,842.389,893.961,561.683,759.061,94.064,367.151,960.601,14.347,675.465,372.227,475.952,928.283,166.477,875.583,363.636,723.113,51.599,111.892,209.559,854.653,461.203,648.017,515.743,612.128,558.333,984.3,994.801,322.807,820.506,215.656,349.629,641.153,953.538,113.178,59.522,50.357,340.823,452.024
PAYLOAD,Japan,5934.44,1972,158.776,753.616,699.186,321.092,66.279,325.513,431.717,658.306,285.532,708.027,322.031,273.121,144.334,136.188,832.674,918.486,419.15,325.109,703.08,326.966,452.724,700.795,884.429,352.52,37.253,48.444,778.843,289.041,454.005,278.947,769.73,883.312,417.127,740.461,549.985,324.616,280.935,402.268,91.952,55.748,733.266,130.016,729.658,379.63,61.14,708.901
FRAGMENT,Japan,25794.82,1987,1.502,360.446,295.639,950.459,572.558,408.519,498.098,551.428,487.721,57.506,68.561,358.351,264.397,689.319,91.583,945.166,234.023,744.828,51.342,921.201,587.616,333.128,987.971,768.256,650.314,732.817,891.055,707.934,962.995,365.263,186.865,789.529,495.794,978.308,332.711,363.573,940.041,253.913,587.601,567.35,562.707,287.843,891.982,53.614,399.037,626.95
SATELLITE,China,8783.16,1993,890.837,318.824,570.914,635.362,320.218,293.196,525.556,132.452,818.701,628.595,352.79,35.603,196.384,273.434,694.756,100.569,468.735,575.614,737.37,181.496,20.418,904.144,34.823,711.915,875.052,15.637,423.101,865.784,620.945,830.629,496.933,18.112,770.595,738.123,195.613,327.866,514.697,400.634,256.647,376.283,814.683,420.145,955.007,650.508,768.097,248.815
SATELLITE,Russia,8290.0,1960,156.981,462.131,212.519,731.903,371.638,47.237,831.577,622.538,503.46,412.608,184.951,4.38,152.49,447.719,836.509,168.123,123.296,649.013,11.702,262.741,454.873,619.891,873.067,698.424,461.109,704.742,66.746,43.897,430.079,901.24,61.838,864.737,155.385,346.578,101.106,391.577,583.837,66.17,927.897,617.039,323.015,632.883,711.424,46.999,627.363,937.066
ROCKET BODY,Japan,14267.07,1997,844.313,830.99,718.458,622.052,28.096,621.166,760.431,881.87,706.111,79.242,519.331,909.14,386.417,431.102,608.261,724.127,753.428,309.401,71.86,800.126,341.134,379.78,884.901,887.052,355.289,995.456,303.012,904.181,294.729,301.519,922.226,677.064,103.136,595.261,229.518,806.504,339.066,628.653,935.363,781.459,499.552,282.502,90.314,910.475,176.111,217.376
DEBRIS,India,20181.77,1962,238.257,104.378,205.707,392.215,82.356,297.692,780.266,43.78,468.329,277.231,481.091,636.759,884.481,369.183,216.271,634.245,940.771,773.365,330.312,901.25,823.98,4.516,732.258,474.502,695.847,841.407,37.584,586.283,524.233,905.453,737.929,619.925,696.245,789.517,400.568,733.708,367.787,110.106,415.787,264.126,318.827,214.677,490.0,122.124,221.525,309.094
FRAGMENT,Other,28740.48,1984,471.935,749.021,992.825,223.542,442.808,664.839,921.392,30.81,576.502,918.502,343.719,21.281,708.927,65.215,970.354,594.78,754.489,311.512,463.068,537.556,804.345,403.779,210.266,338.806,93.035,575.912,409.364,587.823,303.437,67.782,398.146,619.774,983.572,751.165,159.908,48.65,958.027,165.29,850.484,897.459,865.994,831.107,531.445,535.518,371.417,624.403
DEBRIS,ESA,2228.39,1964,102.38,772.918,429.552,412.944,208.918,688.346,282.441,543.302,833.607,669.45,31.711,895.837,541.119,859.312,849.529,324.94,747.595,590.372,767.286,67.456,864.609,907.225,661.308,398.952,566.039,295.128,930.569,57.003,445.536,395.003,372.467,117.966,216.105,485.817,638.568,84.672,17.556,5.95,942.35,530.403,115.707,181.175,565.387,0.664,515.093,636.226
DEBRIS,Other,27359.07,1994,458.607,111.906,511.19,35.049,181.136,494.432,235.905,31.411,25.337,407.365,942.469,327.516,971.265,702.603,494.198,67.02,118.148,236.246,961.312,859.597,925.347,380.387,880.488,354.7,832.928,747.997,946.514,51.173,323.058,375.31,566.457,831.559,328.992,2.601,544.006,26.239,229.817,729.074,433.441,344.427,471.14,484.379,159.966,830.5,725.357,468.045
PAYLOAD,India,30641.78,1960,115.633,999.545,324.642,221.951,352.293,192.191,600.957,933.715,685.332,52.464,553.345,596.471,984.396,676.211,605.932,872.515,432.717,165.304,115.569,517.979,330.87,707.125,537.504,798.746,906.104,350.833,705.592,199.216,399.723,60.717,453.215,665.195,260.546,798.852,768.952,867.472,806.464,91.483,450.942,850.871,340.226,577.707,939.225,38.548,787.531,562.679
FRAGMENT,China,20221.71,2009,327.959,721.136,777.012,465.716,14.289,866.582,103.164,227.71,357.519,267.632,540.405,725.139,632.411,394.585,108.182,91.916,658.306,339.828,471.023,836.831,619.454,402.98,754.059,775.89,662.867,546.608,623.19,928.419,577.005,183.635,664.055,299.724,597.178,649.405,31.642,357.866,53.364,587.356,366.709,187.054,557.086,286.052,256.57,442.444,717.373,359.587
FRAGMENT,USA,8710.61,1997,399.522,728.959,491.312,864.03,559.732,182.507,304.424,110.67,771.843,402.503,150.367,472.642,991.546,860.643,249.42,220.626,74.655,873.088,892.317,339.247,962.747,23.27,558.403,955.502,695.372,874.767,199.884,131.544,452.047,155.223,631.026,385.446,503.521,279.078,87.877,180.978,503.513,426.493,699.652,175.898,633.798,511.674,496.923,550.611,553.179,149.38
DEBRIS,Japan,23646.61,1995,510.205,843.291,507.208,956.401,771.655,660.4,851.862,923.005,53.397,312.117,701.197,550.455,246.999,282.21,27.973,180.012,383.855,384.517,125.572,953.789,41.132,766.548,631.717,805.422,209.467,246.782,624.377,310.493,737.133,1.635,389.735,500.11,377.227,800.171,22.429,630.981,915.072,850.499,954.253,941.191,667.74,660.369,45.831,224.531,257.317,969.939
PAYLOAD,India,28730.56,1991,544.2,498.806,642.33,253.416,537.358,354.011,276.016,541.01,266.863,577.685,307.028,75.607,881.189,707.282,153.379,159.202,54.148,25.748,171.873,650.884,795.59,949.797,568.859,167.931,938.916,257.792,483.883,409.214,0.048,430.112,68.944,277.406,555.796,997.166,155.279,840.998,419.397,344.62,455.587,775.385,983.175,672.831,992.769,175.876,898.846,70.199
DEBRIS,ESA,8277.03,1959,207.289,517.246,9.475,587.332,294.812,796.892,433.567,133.39,68.192,554.87,14.403,801.246,167.871,898.125,472.979,783.512,367.202,427.196,713.739,239.842,41.941,620.377,944.88,611.298,460.414,12.198,280.752,886.791,369.545,970.045,537.78,286.68,576.607,174.617,429.804,968.66,402.438,946.116,547.154,956.773,775.314,794.518,674.879,370.071,830.62,523.508
ROCKET BODY,USA,24901.89,1971,901.203,401.5,391.145,191.821,50.01,884.484,850.913,963.143,513.814,611.233,892.579,444.22,510.527,77.634,175.741,186.528,111.314,367.847,979.613,637.349,597.487,497.095,989.902,741.533,307.891,7.438,544.652,275.823,555.543,484.263,400.074,547.568,347.659,851.099,96.583,870.088,156.311,390.138,810.893,3.369,842.412,612.622,385.094,162.451,521.785,824.95
ROCKET BODY,China,23979.16,1989,113.627,490.55,157.293,855.063,463.085,871.008,962.44,682.064,189.459,544.519,913.188,516.566,269.722,103.262,513.37,654.206,480.622,10.316,334.424,398.849,305.72,111.961,447.943,450.071,962.389,58.865,734.656,620.891,55.048,493.495,323.116,696.638,889.302,514.829,740.747,935.082,580.775,474.187,365.101,265.36,510.932,728.004,337.016,364.684,70.469,40.112
FRAGMENT,Russia,25564.59,2004,728.018,973.534,896.272,625.965,486.097,81.692,177.637,384.467,582.351,123.56,735.16,175.39,1.449,601.452,381.33,837.605,364.081,78.727,779.906,262.968,862.638,148.95,867.447,661.373,298.394,827.28,520.028,78.158,360.434,991.758,319.248,919.984,882.202,973.029,754.917,423.842,402.337,874.63,265.058,926.698,704.597,536.227,774.448,627.305,103.483,597.157
DEBRIS,Other,21618.49,2013,56.048,932.779,325.928,319.085,794.265,271.289,760.182,563.17,746.19,741.121,919.904,745.945,966.54,79.184,541.042,154.042,554.011,295.905,674.708,531.005,799.578,244.561,750.23,206.038,653.362,549.619,735.651,885.374,491.907,909.408,88.118,869.231,797.724,402.212,648.957,623.475,141.482,877.534,468.21,283.613,696.677,355.72,794.526,47.869,629.353,820.44
PAYLOAD,Japan,30108.27,1978,877.27,687.131,356.318,378.826,140.461,553.815,359.968,295.234,407.5,481.751,473.937,992.211,662.595,758.014,972.801,30.074,789.558,941.838,969.284,370.516,221.822,956.781,193.57,385.985,374.874,702.084,723.972,606.074,254.435,719.077,713.102,142.422,634.844,823.427,297.387,227.719,72.05,371.571,404.007,568.919,671.084,557.754,900.913,123.205,655.161,51.03
DEBRIS,ESA,30617.19,1996,981.784,818.061,384.765,964.119,36.794,349.05,63.803,520.362,574.551,330.607,16.531,176.881,235.201,105.65,757.026,888.088,541.541,81.18,99.805,931.911,56.648,333.297,190.843,219.75,911.539,929.177,171.858,170.25,330.603,977.611,488.132,883.412,550.783,473.86,567.375,797.949,137.876,188.095,458.323,148.658,4.328,917.436,563.822,676.534,295.04,455.725
ROCKET BODY,Russia,32499.02,1982,33.62,892.607,842.818,281.779,764.827,816.82,458.67,753.757,117.232,443.668,291.343,414.93,141.919,329.12,62.721,308.514,412.554,0.268,786.394,358.375,771.356,610.225,913.288,396.264,140.271,272.709,949.136,225.574,510.314,910.049,468.292,695.078,640.928,317.147,282.695,717.545,915.746,423.473,56.055,798.601,327.272,526.986,665.891,479.192,190.952,133.717
DEBRIS,Japan,15968.35,1992,62.47,16.224,574.111,930.915,118.053,316.443,754.326,654.479,633.403,908.458,484.849,153.393,298.883,738.832,114.324,584.498,706.514,548.026,280.478,219.439,734.584,211.654,979.477,777.164,19.308,511.734,500.041,250.605,289.022,771.202,330.983,684.915,182.883,195.689,3.388,193.677,229.706,437.96,448.563,600.188,725.286,238.526,584.436,451.704,701.29,16.549
DEBRIS,Russia,1051.88,1989,500.067,488.17,39.915,266.999,995.096,288.822,337.282,88.105,164.925,303.044,51.465,297.92,950.543,263.36,275.006,80.626,918.704,408.652,39.479,842.034,865.307,444.644,279.876,702.063,361.847,770.929,338.034,677.379,538.401,0.476,584.897,732.255,695.322,760.803,847.259,212.991,677.054,713.577,816.806,193.333,571.139,557.123,468.377,417.998,451.301,246.147
DEBRIS,ESA,15002.66,1972,976.706,121.736,662.079,595.383,6.535,800.929,678.647,92.644,684.403,933.691,832.54,609.385,484.539,375.872,864.416,651.894,216.325,722.992,942.806,159.031,469.11,541.509,640.258,901.78,257.99,411.779,552.218,629.332,784.52,748.072,398.603,422.697,476.029,394.071,988.188,580.768,875.387,560.65,818.827,918.162,344.687,811.139,763.114,974.41,466.728,663.818
SATELLITE,Russia,15764.06,2010,8.966,221.882,436.692,215.767,492.445,7.633,315.305,833.231,722.701,448.429,814.328,75.575,486.008,257.765,650.76,796.932,586.987,825.795,249.301,156.568,682.732,319.798,125.53,290.802,696.386,583.585,767.586,858.751,261.643,675.317,302.146,670.92,983.697,297.302,586.212,943.48,470.473,220.575,691.254,456.719,722.738,691.7,303.924,524.907,569.842,512.95
FRAGMENT,Russia,11403.01,2021,962.829,135.001,171.912,639.603,602.7,571.53,252.638,315.485,926.092,418.587,40.159,560.15,111.906,327.046,522.635,202.624,225.781,482.29,399.784,484.648,722.052,284.77,267.693,591.198,734.564,328.949,810.757,657.279,518.318,532.413,458.378,629.843,983.227,127.497,377.971,336.806,692.767,142.243,73.842,941.859,897.938,846.698,169.035,160.9,26.291,782.176
FRAGMENT,Other,5535.06,2005,214.114,232.882,698.528,99.245,276.245,661.566,205.433,613.084,705.458,298.74,694.437,533.73,676.146,414.365,623.433,131.599,926.615,360.495,328.827,840.299,901.707,397.281,628.317,682.765,13.844,591.068,27.13,628.761,385.033,94.593,655.48,96.101,445.526,492.302,345.481,657.776,754.431,808.86,366.409,837.068,77.217,664.48,601.07,309.659,47.368,337.867
ROCKET BODY,Japan,10501.3,2011,578.668,522.792,87.957,683.351,587.117,883.151,799.834,211.477,651.898,120.953,675.512,713.553,588.998,182.104,476.144,553.673,501.439,987.65,353.935,227.472,483.363,690.105,709.947,585.474,158.969,548.921,880.121,219.816,785.266,516.324,166.791,684.965,910.572,880.88,248.311,141.794,636.687,741.96,824.095,446.879,180.855,908.2,311.706,368.323,821.758,864.433
DEBRIS,India,12117.07,2025,46.818,88.269,611.925,652.349,716.042,652.871,994.472,668.868,712.004,785.731,580.51,304.907,217.685,317.02,963.719,254.697,474.214,108.638,700.462,652.55,825.142,133.521,361.338,634.445,304.531,614.462,502.642,917.248,516.701,543.661,485.384,617.196,930.935,14.833,666.089,47.102,90.352,577.546,123.506,196.147,42.037,728.328,54.158,977.96,747.397,618.635
