norad_id,name,object_type,altitude_category,orbital_band,congestion_risk,inclination,eccentricity,launch_year_estimate,days_in_orbit_estimate,orbit_lifetime_category,mean_motion,epoch,data_source,snapshot_date,country,last_seen
11013,OBJECT_1013,PAYLOAD,GEO,GEO,Moderate,2.54,0.08425,1983,8079,Short,3.87,2028-10-10,NASA,2026-03-28,USA,2026-03-28
11014,OBJECT_1014,DEBRIS,GEO,LEO,Low,50.27,0.07224,1974,15937,Long,15.89,2028-10-11,NASA,2026-03-28,USA,2026-03-28
11015,OBJECT_1015,ROCKET_BODY,GEO,GEO,Moderate,93.1,0.0078,1995,16998,Moderate,4.86,2028-10-12,CNSA,2026-03-28,USA,2026-03-28
11016,OBJECT_1016,PAYLOAD,GEO,GEO,Moderate,40.65,0.01061,1972,14275,Very Long,2.97,2028-10-13,CNSA,2026-03-28,USA,2026-03-28
11017,OBJECT_1017,DEBRIS,GEO,GEO,Low,67.65,0.04928,2003,869,Long,1.98,2028-10-14,NASA,2026-03-28,RUS,2026-03-28
11018,OBJECT_1018,ROCKET_BODY,GEO,GEO,Low,24.6,0.01607,1995,17196,Very Long,9.8,2028-10-15,ISRO,2026-03-28,IND,2026-03-28
11019,OBJECT_1019,PAYLOAD,GEO,MEO,Low,89.04,0.09783,2020,16043,Moderate,2.38,2028-10-16,CNSA,2026-03-28,IND,2026-03-28
11020,OBJECT_1020,DEBRIS,GEO,GEO,Moderate,6.27,0.01585,1999,15408,Long,2.79,2028-10-17,ISRO,2026-03-28,CHN,2026-03-28
11021,OBJECT_1021,PAYLOAD,GEO,LEO,Moderate,102.31,0.04875,1986,16255,Very Long,5.45,2028-10-18,NASA,2026-03-28,EU,2026-03-28
11022,OBJECT_1022,ROCKET_BODY,GEO,MEO,Moderate,23.78,0.03641,1960,1745,Long,5.15,2028-10-19,ISRO,2026-03-28,USA,2026-03-28
11023,OBJECT_1023,ROCKET_BODY,GEO,MEO,Low,104.93,0.06394,1993,2257,Short,10.47,2028-10-20,ISRO,2026-03-28,IND,2026-03-28
11024,OBJECT_1024,ROCKET_BODY,GEO,GEO,High,42.3,0.0129,1980,11860,Very Long,13.98,2028-10-21,CNSA,2026-03-28,IND,2026-03-28
11025,OBJECT_1025,PAYLOAD,GEO,MEO,Moderate,86.72,0.04303,1992,5424,Long,13.06,2028-10-22,ISRO,2026-03-28,USA,2026-03-28
11026,OBJECT_1026,DEBRIS,GEO,GEO,High,38.31,0.02747,1966,5090,Short,4.83,2028-10-23,ISRO,2026-03-28,RUS,2026-03-28
11027,OBJECT_1027,DEBRIS,GEO,LEO,Low,108.71,0.08878,2024,6609,Moderate,4.55,2028-10-24,ISRO,2026-03-28,RUS,2026-03-28
11028,OBJECT_1028,PAYLOAD,GEO,GEO,Moderate,15.2,0.00406,1962,9718,Very Long,16.44,2028-10-25,NASA,2026-03-28,IND,2026-03-28
11029,OBJECT_1029,DEBRIS,GEO,MEO,High,21.42,0.09137,2010,17854,Very Long,0.64,2028-10-26,NASA,2026-03-28,RUS,2026-03-28
11030,OBJECT_1030,PAYLOAD,GEO,LEO,Moderate,59.16,0.0833,2013,19060,Moderate,15.02,2028-10-27,ESA,2026-03-28,USA,2026-03-28
11031,OBJECT_1031,DEBRIS,MEO,GEO,Moderate,9.83,0.02976,2018,17898,Short,3.8,2028-10-28,NASA,2026-03-28,IND,2026-03-28
11032,OBJECT_1032,PAYLOAD,GEO,LEO,Moderate,23.52,0.07893,1965,4877,Moderate,16.13,2028-10-29,NASA,2026-03-28,USA,2026-03-28
11033,OBJECT_1033,PAYLOAD,GEO,LEO,High,113.25,0.00312,1988,17836,Very Long,6.15,2028-10-30,ESA,2026-03-28,RUS,2026-03-28
11034,OBJECT_1034,PAYLOAD,GEO,MEO,Low,117.18,0.09669,1976,3008,Long,7.77,2028-10-31,ESA,2026-03-28,USA,2026-03-28
11035,OBJECT_1035,DEBRIS,GEO,LEO,Moderate,45.15,0.05266,2019,14326,Short,12.17,2028-11-01,CNSA,2026-03-28,RUS,2026-03-28
11036,OBJECT_1036,PAYLOAD,GEO,MEO,Low,110.79,0.03033,1981,3125,Short,10.2,2028-11-02,CNSA,2026-03-28,RUS,2026-03-28
11037,OBJECT_1037,DEBRIS,GEO,LEO,Low,65.38,0.03626,1983,1754,Short,5.75,2028-11-03,NASA,2026-03-28,USA,2026-03-28
11038,OBJECT_1038,PAYLOAD,GEO,GEO,High,32.37,0.00664,2010,17997,Moderate,9.64,2028-11-04,ISRO,2026-03-28,RUS,2026-03-28
11039,OBJECT_1039,PAYLOAD,GEO,LEO,High,84.29,0.09893,2009,3276,Moderate,12.56,2028-11-05,CNSA,2026-03-28,CHN,2026-03-28
11040,OBJECT_1040,DEBRIS,GEO,GEO,Low,79.07,0.00393,1970,8748,Long,1.2,2028-11-06,CNSA,2026-03-28,USA,2026-03-28
11041,OBJECT_1041,DEBRIS,GEO,GEO,Moderate,118.7,0.06549,2015,12444,Long,0.68,2028-11-07,NASA,2026-03-28,CHN,2026-03-28
11042,OBJECT_1042,PAYLOAD,GEO,LEO,High,31.81,0.04427,2001,18434,Short,8.06,2028-11-08,ISRO,2026-03-28,USA,2026-03-28
11043,OBJECT_1043,DEBRIS,GEO,GEO,Moderate,80.65,0.09489,1998,825,Long,2.68,2028-11-09,ESA,2026-03-28,RUS,2026-03-28
11044,OBJECT_1044,DEBRIS,GEO,LEO,Moderate,6.24,0.0246,2007,13881,Moderate,11.46,2028-11-10,ESA,2026-03-28,RUS,2026-03-28
11045,OBJECT_1045,DEBRIS,GEO,LEO,Moderate,13.64,0.05321,2016,11042,Long,4.03,2028-11-11,NASA,2026-03-28,IND,2026-03-28
11046,OBJECT_1046,PAYLOAD,GEO,GEO,Low,0.47,0.04824,1980,19415,Moderate,7.64,2028-11-12,NASA,2026-03-28,IND,2026-03-28
11047,OBJECT_1047,PAYLOAD,GEO,GEO,Moderate,119.94,0.07029,1979,1082,Long,3.76,2028-11-13,ISRO,2026-03-28,CHN,2026-03-28
11048,OBJECT_1048,DEBRIS,GEO,MEO,Low,96.27,0.0068,1974,11518,Very Long,9.55,2028-11-14,NASA,2026-03-28,RUS,2026-03-28
11049,OBJECT_1049,PAYLOAD,GEO,GEO,Low,94.41,0.01938,2010,16877,Moderate,2.41,2028-11-15,NASA,2026-03-28,IND,2026-03-28
11050,OBJECT_1050,DEBRIS,GEO,MEO,Moderate,61.17,0.02146,2021,4765,Very Long,0.88,2028-11-16,NASA,2026-03-28,RUS,2026-03-28
11051,OBJECT_1051,DEBRIS,GEO,GEO,Moderate,36.01,0.07382,1996,8267,Moderate,1.34,2028-11-17,ISRO,2026-03-28,USA,2026-03-28
11052,OBJECT_1052,ROCKET_BODY,GEO,LEO,Moderate,18.15,0.01891,1965,11184,Long,16.25,2028-11-18,NASA,2026-03-28,IND,2026-03-28
11053,OBJECT_1053,DEBRIS,GEO,GEO,Moderate,34.16,0.05735,1985,19745,Very Long,2.85,2028-11-19,CNSA,2026-03-28,CHN,2026-03-28
11054,OBJECT_1054,ROCKET_BODY,GEO,LEO,Low,45.12,0.02152,1967,16713,Long,12.19,2028-11-20,ISRO,2026-03-28,IND,2026-03-28
11055,OBJECT_1055,PAYLOAD,GEO,LEO,Moderate,90.76,0.08616,1963,12878,Moderate,1.62,2028-11-21,CNSA,2026-03-28,RUS,2026-03-28
11056,OBJECT_1056,DEBRIS,GEO,LEO,Moderate,64.76,0.09422,1980,9983,Very Long,2.28,2028-11-22,ISRO,2026-03-28,EU,2026-03-28
11057,OBJECT_1057,PAYLOAD,GEO,MEO,Low,9.3,0.05185,1990,8969,Short,8.9,2028-11-23,CNSA,2026-03-28,EU,2026-03-28
11058,OBJECT_1058,PAYLOAD,MEO,GEO,High,2.16,0.03523,1980,14640,Long,8.17,2028-11-24,ISRO,2026-03-28,RUS,2026-03-28
11059,OBJECT_1059,DEBRIS,GEO,LEO,High,12.28,0.02341,1984,4675,Moderate,16.2,2028-11-25,ESA,2026-03-28,USA,2026-03-28
11060,OBJECT_1060,DEBRIS,GEO,LEO,Low,49.26,0.00498,1974,4317,Very Long,16.09,2028-11-26,NASA,2026-03-28,IND,2026-03-28
11061,OBJECT_1061,ROCKET_BODY,GEO,MEO,High,111.98,0.02685,1994,15315,Long,13.36,2028-11-27,NASA,2026-03-28,EU,2026-03-28
11062,OBJECT_1062,DEBRIS,GEO,GEO,Low,76.49,0.06542,2008,9696,Very Long,10.43,2028-11-28,ISRO,2026-03-28,USA,2026-03-28
11063,OBJECT_1063,PAYLOAD,GEO,GEO,Moderate,96.22,0.05336,2002,15815,Long,8.01,2028-11-29,CNSA,2026-03-28,RUS,2026-03-28
11064,OBJECT_1064,PAYLOAD,GEO,MEO,Moderate,55.96,0.0944,2000,19710,Long,6.38,2028-11-30,ESA,2026-03-28,USA,2026-03-28
11065,OBJECT_1065,DEBRIS,GEO,MEO,High,43.4,0.03963,1996,8380,Long,16.13,2028-12-01,CNSA,2026-03-28,RUS,2026-03-28
11066,OBJECT_1066,PAYLOAD,MEO,GEO,Moderate,13.01,0.06939,2016,1215,Very Long,10.45,2028-12-02,NASA,2026-03-28,IND,2026-03-28
11067,OBJECT_1067,PAYLOAD,GEO,MEO,High,105.11,0.04893,2001,11639,Very Long,10.05,2028-12-03,NASA,2026-03-28,USA,2026-03-28
11068,OBJECT_1068,PAYLOAD,GEO,GEO,High,93.98,0.05126,2006,10714,Long,4.33,2028-12-04,CNSA,2026-03-28,IND,2026-03-28
11069,OBJECT_1069,PAYLOAD,GEO,GEO,Moderate,20.17,0.02678,2020,15978,Short,1.27,2028-12-05,ISRO,2026-03-28,USA,2026-03-28
11070,OBJECT_1070,PAYLOAD,GEO,LEO,Moderate,61.47,0.0455,1973,12072,Short,16.1,2028-12-06,ISRO,2026-03-28,RUS,2026-03-28
11071,OBJECT_1071,PAYLOAD,GEO,LEO,High,58.48,0.04708,2012,3137,Short,5.68,2028-12-07,CNSA,2026-03-28,RUS,2026-03-28
11072,OBJECT_1072,PAYLOAD,GEO,GEO,Moderate,75.01,0.07066,1993,6619,Moderate,7.8,2028-12-08,NASA,2026-03-28,USA,2026-03-28
11073,OBJECT_1073,PAYLOAD,GEO,GEO,Low,113.54,0.09406,1983,5266,Short,2.39,2028-12-09,CNSA,2026-03-28,RUS,2026-03-28
11074,OBJECT_1074,ROCKET_BODY,GEO,GEO,Moderate,69.57,0.03293,1979,7966,Very Long,14.31,2028-12-10,NASA,2026-03-28,CHN,2026-03-28
11075,OBJECT_1075,PAYLOAD,GEO,GEO,Moderate,64.83,0.00422,1989,9598,Short,0.96,2028-12-11,CNSA,2026-03-28,CHN,2026-03-28
11076,OBJECT_1076,PAYLOAD,GEO,GEO,Low,6.04,0.04963,1966,8709,Very Long,14.26,2028-12-12,ISRO,2026-03-28,IND,2026-03-28
11077,OBJECT_1077,DEBRIS,GEO,GEO,Moderate,7.55,0.05445,1995,6570,Moderate,2.81,2028-12-13,ESA,2026-03-28,CHN,2026-03-28
11078,OBJECT_1078,PAYLOAD,GEO,MEO,Moderate,22.48,0.01684,1997,17876,Very Long,15.13,2028-12-14,NASA,2026-03-28,CHN,2026-03-28
11079,OBJECT_1079,ROCKET_BODY,GEO,GEO,High,3.9,0.07605,2011,5214,Very Long,12.54,2028-12-15,ESA,2026-03-28,EU,2026-03-28
11080,OBJECT_1080,DEBRIS,GEO,MEO,Moderate,89.2,0.09849,1974,11882,Very Long,3.22,2028-12-16,ISRO,2026-03-28,EU,2026-03-28
11081,OBJECT_1081,PAYLOAD,GEO,MEO,Moderate,86.8,0.09458,2005,4229,Short,9.84,2028-12-17,CNSA,2026-03-28,EU,2026-03-28
11082,OBJECT_1082,PAYLOAD,GEO,GEO,Low,16.33,0.01971,1982,4410,Long,5.66,2028-12-18,ISRO,2026-03-28,EU,2026-03-28
11083,OBJECT_1083,DEBRIS,GEO,GEO,High,100.33,0.08754,1971,591,Very Long,3.44,2028-12-19,ESA,2026-03-28,RUS,2026-03-28
11084,OBJECT_1084,ROCKET_BODY,GEO,MEO,High,18.57,0.07045,2003,19441,Short,14.68,2028-12-20,ISRO,2026-03-28,IND,2026-03-28
11085,OBJECT_1085,PAYLOAD,GEO,MEO,High,36.14,0.04538,1974,18591,Short,7.16,2028-12-21,ISRO,2026-03-28,IND,2026-03-28
11086,OBJECT_1086,DEBRIS,MEO,GEO,Moderate,29.88,0.05406,2008,2709,Short,7.08,2028-12-22,CNSA,2026-03-28,CHN,2026-03-28
11087,OBJECT_1087,PAYLOAD,GEO,GEO,High,44.68,0.08496,1980,5982,Long,3.3,2028-12-23,ESA,2026-03-28,IND,2026-03-28
11088,OBJECT_1088,ROCKET_BODY,GEO,MEO,Low,30.56,0.04801,1974,12222,Long,6.82,2028-12-24,ESA,2026-03-28,CHN,2026-03-28
11089,OBJECT_1089,PAYLOAD,GEO,MEO,High,58.67,0.03732,1973,17132,Long,14.88,2028-12-25,ESA,2026-03-28,IND,2026-03-28
11090,OBJECT_1090,ROCKET_BODY,GEO,MEO,Low,48.89,0.04932,2001,13786,Long,6.49,2028-12-26,NASA,2026-03-28,USA,2026-03-28
11091,OBJECT_1091,DEBRIS,GEO,LEO,High,118.39,0.05791,1974,6554,Moderate,16.2,2028-12-27,ISRO,2026-03-28,USA,2026-03-28
11092,OBJECT_1092,DEBRIS,GEO,MEO,High,6.71,0.01891,2022,17882,Long,16.11,2028-12-28,ESA,2026-03-28,IND,2026-03-28
11093,OBJECT_1093,DEBRIS,GEO,LEO,Low,17.06,0.09009,1986,1380,Long,2.89,2028-12-29,ISRO,2026-03-28,RUS,2026-03-28
11094,OBJECT_1094,PAYLOAD,GEO,GEO,High,6.34,0.06742,2012,7361,Long,3.43,2028-12-30,CNSA,2026-03-28,CHN,2026-03-28
11095,OBJECT_1095,PAYLOAD,MEO,GEO,High,75.1,0.06333,2011,3771,Very Long,14.73,2028-12-31,CNSA,2026-03-28,IND,2026-03-28
11096,OBJECT_1096,PAYLOAD,GEO,MEO,High,6.54,0.00995,2022,19727,Very Long,6.98,2029-01-01,NASA,2026-03-28,CHN,2026-03-28
11097,OBJECT_1097,PAYLOAD,GEO,GEO,Moderate,100.37,0.06042,2012,14450,Long,0.57,2029-01-02,NASA,2026-03-28,EU,2026-03-28
11098,OBJECT_1098,DEBRIS,GEO,GEO,Low,61.43,0.0121,2016,9089,Moderate,5.02,2029-01-03,CNSA,2026-03-28,IND,2026-03-28
11099,OBJECT_1099,PAYLOAD,GEO,GEO,High,63.24,0.00787,2011,1547,Very Long,10.36,2029-01-04,ESA,2026-03-28,RUS,2026-03-28
11100,OBJECT_1100,PAYLOAD,GEO,GEO,Low,67.39,0.05273,2002,19511,Short,13.69,2029-01-05,CNSA,2026-03-28,EU,2026-03-28
11101,OBJECT_1101,ROCKET_BODY,MEO,LEO,Low,20.5,0.04028,1966,6209,Very Long,2.7,2029-01-06,ISRO,2026-03-28,IND,2026-03-28
11102,OBJECT_1102,DEBRIS,GEO,LEO,Low,23.72,0.05888,2001,16351,Short,2.32,2029-01-07,NASA,2026-03-28,USA,2026-03-28
11103,OBJECT_1103,ROCKET_BODY,GEO,MEO,High,38.26,0.00892,1963,8876,Very Long,15.71,2029-01-08,NASA,2026-03-28,IND,2026-03-28
11104,OBJECT_1104,ROCKET_BODY,GEO,MEO,High,71.22,0.0431,1964,1296,Long,12.89,2029-01-09,CNSA,2026-03-28,USA,2026-03-28
11105,OBJECT_1105,PAYLOAD,GEO,MEO,Low,25.21,0.01748,2000,15862,Very Long,10.23,2029-01-10,ESA,2026-03-28,USA,2026-03-28
11106,OBJECT_1106,PAYLOAD,GEO,GEO,Moderate,13.96,0.09871,1963,13974,Long,13.19,2029-01-11,ESA,2026-03-28,IND,2026-03-28
11107,OBJECT_1107,DEBRIS,GEO,GEO,Low,116.41,0.05612,1961,17770,Long,7.58,2029-01-12,ISRO,2026-03-28,IND,2026-03-28
11108,OBJECT_1108,DEBRIS,GEO,LEO,Moderate,2.64,0.06874,1980,14482,Very Long,13.01,2029-01-13,NASA,2026-03-28,USA,2026-03-28
11109,OBJECT_1109,PAYLOAD,GEO,LEO,Low,96.32,0.03254,2002,17327,Short,6.63,2029-01-14,CNSA,2026-03-28,CHN,2026-03-28
11110,OBJECT_1110,DEBRIS,GEO,MEO,Low,94.56,0.00947,1968,3281,Short,4.53,2029-01-15,CNSA,2026-03-28,EU,2026-03-28
11111,OBJECT_1111,PAYLOAD,MEO,LEO,Low,35.67,0.09759,1987,13598,Very Long,12.53,2029-01-16,NASA,2026-03-28,RUS,2026-03-28
11112,OBJECT_1112,PAYLOAD,GEO,LEO,High,16.28,0.02863,1985,17418,Long,7.42,2029-01-17,CNSA,2026-03-28,IND,2026-03-28
11113,OBJECT_1113,DEBRIS,GEO,LEO,Moderate,17.48,0.04238,1962,2787,Short,16.69,2029-01-18,NASA,2026-03-28,EU,2026-03-28
11114,OBJECT_1114,DEBRIS,GEO,LEO,Moderate,83.69,0.06499,2008,2234,Moderate,6.27,2029-01-19,ESA,2026-03-28,EU,2026-03-28
11115,OBJECT_1115,DEBRIS,GEO,LEO,Low,77.14,0.00247,1976,1621,Long,15.71,2029-01-20,ESA,2026-03-28,CHN,2026-03-28
11116,OBJECT_1116,PAYLOAD,GEO,MEO,High,93.93,0.08103,2022,3536,Very Long,15.89,2029-01-21,CNSA,2026-03-28,EU,2026-03-28
11117,OBJECT_1117,DEBRIS,GEO,MEO,High,112.5,0.05366,2014,19590,Long,4.49,2029-01-22,ESA,2026-03-28,IND,2026-03-28
11118,OBJECT_1118,PAYLOAD,GEO,LEO,Moderate,83.03,0.02782,1982,2883,Moderate,13.67,2029-01-23,ESA,2026-03-28,EU,2026-03-28
11119,OBJECT_1119,PAYLOAD,GEO,MEO,High,18.7,0.00616,1993,16555,Moderate,7.65,2029-01-24,ISRO,2026-03-28,IND,2026-03-28
11120,OBJECT_1120,DEBRIS,GEO,GEO,Moderate,29.21,0.01625,1974,9746,Short,15.64,2029-01-25,NASA,2026-03-28,IND,2026-03-28
11121,OBJECT_1121,ROCKET_BODY,GEO,LEO,Moderate,101.06,0.0895,2006,3898,Moderate,7.93,2029-01-26,NASA,2026-03-28,USA,2026-03-28
11122,OBJECT_1122,DEBRIS,GEO,GEO,Moderate,25.12,0.0686,1962,15862,Long,12.78,2029-01-27,CNSA,2026-03-28,CHN,2026-03-28
11123,OBJECT_1123,DEBRIS,GEO,MEO,High,8.7,0.02499,1987,2838,Short,8.2,2029-01-28,NASA,2026-03-28,RUS,2026-03-28
11124,OBJECT_1124,DEBRIS,GEO,MEO,Moderate,84.39,0.00656,1962,8600,Moderate,4.26,2029-01-29,ISRO,2026-03-28,USA,2026-03-28
11125,OBJECT_1125,DEBRIS,GEO,GEO,Moderate,48.3,0.06906,1963,15912,Short,3.79,2029-01-30,CNSA,2026-03-28,RUS,2026-03-28
11126,OBJECT_1126,PAYLOAD,GEO,MEO,Low,110.4,0.05724,1990,6722,Short,7.52,2029-01-31,CNSA,2026-03-28,IND,2026-03-28
11127,OBJECT_1127,PAYLOAD,GEO,LEO,Moderate,78.03,0.04045,2004,17064,Very Long,12.97,2029-02-01,NASA,2026-03-28,USA,2026-03-28
11128,OBJECT_1128,PAYLOAD,GEO,GEO,Moderate,10.85,0.03636,2018,5488,Short,10.48,2029-02-02,ESA,2026-03-28,EU,2026-03-28
11129,OBJECT_1129,PAYLOAD,GEO,LEO,Low,113.74,0.02168,2004,15122,Short,11.86,2029-02-03,ESA,2026-03-28,EU,2026-03-28
11130,OBJECT_1130,DEBRIS,GEO,GEO,Low,31.03,0.06696,1996,237,Moderate,5.16,2029-02-04,ESA,2026-03-28,RUS,2026-03-28
11131,OBJECT_1131,PAYLOAD,GEO,MEO,High,40.47,0.09707,2024,11630,Long,8.44,2029-02-05,ESA,2026-03-28,IND,2026-03-28
11132,OBJECT_1132,PAYLOAD,GEO,GEO,Moderate,48.27,0.01757,1968,11550,Long,1.23,2029-02-06,ISRO,2026-03-28,RUS,2026-03-28
11133,OBJECT_1133,PAYLOAD,GEO,GEO,High,6.15,0.05971,1976,2424,Moderate,13.99,2029-02-07,CNSA,2026-03-28,CHN,2026-03-28
11134,OBJECT_1134,DEBRIS,GEO,LEO,High,59.58,0.04242,2024,12907,Long,16.83,2029-02-08,ESA,2026-03-28,EU,2026-03-28
11135,OBJECT_1135,PAYLOAD,GEO,MEO,Low,14.8,0.04467,1962,14989,Short,7.21,2029-02-09,ISRO,2026-03-28,USA,2026-03-28
11136,OBJECT_1136,DEBRIS,GEO,LEO,High,48.12,0.02541,1985,1033,Very Long,0.68,2029-02-10,CNSA,2026-03-28,USA,2026-03-28
11137,OBJECT_1137,PAYLOAD,GEO,MEO,Moderate,42.09,0.08251,2012,6340,Short,3.3,2029-02-11,NASA,2026-03-28,USA,2026-03-28
11138,OBJECT_1138,PAYLOAD,GEO,LEO,Low,92.74,0.04853,1990,2941,Short,11.27,2029-02-12,NASA,2026-03-28,EU,2026-03-28
11139,OBJECT_1139,DEBRIS,GEO,GEO,Moderate,96.38,0.05434,1985,12263,Very Long,10.6,2029-02-13,ISRO,2026-03-28,IND,2026-03-28
11140,OBJECT_1140,DEBRIS,GEO,LEO,Moderate,18.41,0.03048,1982,19517,Moderate,13.5,2029-02-14,CNSA,2026-03-28,EU,2026-03-28
11141,OBJECT_1141,PAYLOAD,GEO,MEO,Low,43.99,0.01818,1989,11653,Short,4.69,2029-02-15,ESA,2026-03-28,EU,2026-03-28
11142,OBJECT_1142,DEBRIS,GEO,MEO,Moderate,44.8,0.00859,1969,4943,Short,13.1,2029-02-16,CNSA,2026-03-28,USA,2026-03-28
11143,OBJECT_1143,DEBRIS,GEO,GEO,Low,18.17,0.07141,2023,6962,Moderate,11.85,2029-02-17,ESA,2026-03-28,EU,2026-03-28
11144,OBJECT_1144,PAYLOAD,GEO,MEO,Moderate,95.81,0.01962,1981,7731,Short,5.83,2029-02-18,ISRO,2026-03-28,USA,2026-03-28
11145,OBJECT_1145,DEBRIS,GEO,LEO,Low,84.87,0.06901,1974,634,Short,9.5,2029-02-19,ESA,2026-03-28,IND,2026-03-28
11146,OBJECT_1146,DEBRIS,GEO,GEO,High,22.85,0.03904,2015,6823,Long,2.93,2029-02-20,ISRO,2026-03-28,CHN,2026-03-28
11147,OBJECT_1147,DEBRIS,GEO,MEO,Moderate,44.01,0.04158,1979,6488,Moderate,7.97,2029-02-21,CNSA,2026-03-28,USA,2026-03-28
11148,OBJECT_1148,DEBRIS,GEO,MEO,Low,12.7,0.04692,2006,15132,Short,15.04,2029-02-22,CNSA,2026-03-28,RUS,2026-03-28
11149,OBJECT_1149,DEBRIS,GEO,LEO,Moderate,75.38,0.03677,2012,19831,Short,7.45,2029-02-23,ESA,2026-03-28,CHN,2026-03-28
11150,OBJECT_1150,DEBRIS,GEO,LEO,Moderate,14.56,0.01006,2012,5739,Very Long,14.35,2029-02-24,CNSA,2026-03-28,IND,2026-03-28
11151,OBJECT_1151,DEBRIS,GEO,GEO,Moderate,118.31,0.03096,1960,3099,Very Long,10.24,2029-02-25,ESA,2026-03-28,CHN,2026-03-28
11152,OBJECT_1152,DEBRIS,GEO,MEO,Low,93.68,0.06637,1961,8098,Very Long,3.67,2029-02-26,CNSA,2026-03-28,USA,2026-03-28
11153,OBJECT_1153,DEBRIS,GEO,LEO,High,46.83,0.06658,2017,13137,Short,10.09,2029-02-27,NASA,2026-03-28,IND,2026-03-28
11154,OBJECT_1154,DEBRIS,GEO,GEO,High,69.43,0.02862,1978,5477,Short,8.85,2029-02-28,ESA,2026-03-28,RUS,2026-03-28
11155,OBJECT_1155,DEBRIS,GEO,MEO,High,109.36,0.04601,2021,8254,Very Long,7.08,2029-03-01,ISRO,2026-03-28,USA,2026-03-28
11156,OBJECT_1156,PAYLOAD,GEO,MEO,Low,66.49,0.01934,1971,18202,Long,2.47,2029-03-02,NASA,2026-03-28,USA,2026-03-28
11157,OBJECT_1157,DEBRIS,GEO,GEO,High,20.94,0.02104,1985,4888,Long,7.38,2029-03-03,ISRO,2026-03-28,IND,2026-03-28
11158,OBJECT_1158,DEBRIS,GEO,GEO,Low,45.44,0.0023,1986,18983,Long,1.7,2029-03-04,CNSA,2026-03-28,IND,2026-03-28
11159,OBJECT_1159,PAYLOAD,GEO,LEO,Moderate,101.18,0.08967,1988,11644,Long,2.13,2029-03-05,NASA,2026-03-28,CHN,2026-03-28
11160,OBJECT_1160,DEBRIS,GEO,MEO,Moderate,77.31,0.02107,1974,9493,Moderate,7.36,2029-03-06,CNSA,2026-03-28,RUS,2026-03-28
11161,OBJECT_1161,PAYLOAD,GEO,MEO,High,78.09,0.02275,2005,2654,Very Long,5.54,2029-03-07,ESA,2026-03-28,CHN,2026-03-28
11162,OBJECT_1162,PAYLOAD,GEO,MEO,Low,104.02,0.02796,1960,1455,Short,15.77,2029-03-08,ISRO,2026-03-28,CHN,2026-03-28
11163,OBJECT_1163,DEBRIS,GEO,GEO,Moderate,107.28,0.01274,2019,17523,Very Long,6.7,2029-03-09,CNSA,2026-03-28,USA,2026-03-28
11164,OBJECT_1164,PAYLOAD,GEO,LEO,Low,110.38,0.06393,2016,5808,Long,13.0,2029-03-10,ISRO,2026-03-28,IND,2026-03-28
11165,OBJECT_1165,DEBRIS,GEO,MEO,Low,11.38,0.00751,1962,3193,Short,9.25,2029-03-11,ISRO,2026-03-28,USA,2026-03-28
11166,OBJECT_1166,DEBRIS,GEO,GEO,Moderate,65.3,0.01342,1977,12813,Moderate,12.12,2029-03-12,CNSA,2026-03-28,RUS,2026-03-28
11167,OBJECT_1167,DEBRIS,GEO,MEO,Low,88.86,0.06448,2011,15776,Very Long,4.79,2029-03-13,ESA,2026-03-28,CHN,2026-03-28
11168,OBJECT_1168,PAYLOAD,GEO,LEO,Moderate,90.83,0.03397,2019,10403,Short,16.04,2029-03-14,ISRO,2026-03-28,RUS,2026-03-28
11169,OBJECT_1169,PAYLOAD,GEO,MEO,Moderate,72.81,0.07079,1993,13075,Short,9.25,2029-03-15,CNSA,2026-03-28,IND,2026-03-28
11170,OBJECT_1170,DEBRIS,GEO,LEO,Moderate,20.01,0.05574,2019,15246,Long,14.22,2029-03-16,ESA,2026-03-28,IND,2026-03-28
11171,OBJECT_1171,ROCKET_BODY,GEO,LEO,Low,95.69,0.0256,1985,3760,Long,6.52,2029-03-17,CNSA,2026-03-28,EU,2026-03-28
11172,OBJECT_1172,DEBRIS,GEO,MEO,Moderate,86.41,0.06508,1978,19414,Very Long,2.15,2029-03-18,ESA,2026-03-28,RUS,2026-03-28
11173,OBJECT_1173,PAYLOAD,GEO,MEO,Low,10.34,0.01163,1981,15684,Moderate,11.62,2029-03-19,ISRO,2026-03-28,USA,2026-03-28
11174,OBJECT_1174,DEBRIS,GEO,LEO,Moderate,55.66,0.05364,1992,12461,Short,0.63,2029-03-20,NASA,2026-03-28,RUS,2026-03-28
11175,OBJECT_1175,DEBRIS,GEO,GEO,Moderate,20.88,0.04371,1997,16448,Long,8.34,2029-03-21,CNSA,2026-03-28,CHN,2026-03-28
11176,OBJECT_1176,DEBRIS,GEO,LEO,High,40.5,0.02679,1994,15461,Very Long,3.68,2029-03-22,ISRO,2026-03-28,IND,2026-03-28
11177,OBJECT_1177,PAYLOAD,GEO,MEO,High,2.17,0.0604,1969,17730,Long,10.85,2029-03-23,CNSA,2026-03-28,IND,2026-03-28
11178,OBJECT_1178,DEBRIS,GEO,MEO,High,48.04,0.08713,1974,17359,Very Long,16.66,2029-03-24,CNSA,2026-03-28,RUS,2026-03-28
11179,OBJECT_1179,DEBRIS,GEO,GEO,Low,65.99,0.09989,1970,9815,Long,8.16,2029-03-25,ESA,2026-03-28,RUS,2026-03-28
